;DESCRIPTION: Contra Costa Water District Ops Timeseries,,,,,,,,,
";SOURCE: CalSimII LVE EIS Existing baseline (as of Feb 2017), 2004-2015 is a repeat of a similar WY sequence, 1956-64 followed by 1987-89.",,,,,,,,,
;COLUMN HEADINGS,,,,,,,,,
";UNITS: LV Storage in TAF. LV fill, LV release, Old River intake pumping, Rock Slough intake pumping, Victoria Canal pumping, and Mokelumne Intertie flow all in CFS.",,,,,,,,,
;DOCUMENTATION: See the Contra Costa Water District sub-section of the Ops section of the Other Assumptions chapter,,,,,,,,,
;year,month,LV storage,LV fill,LV release,Old River intake pumping,Rock Slough intake pumping,Victoria Canal pumping,Mokelumne Intertie flow,Mallard Slough
2007,1,158.8,0,22.2,0,0,56.3,0,0
2007,2,158.9,0,0,0,90.3,0,0,0
2007,3,153,0,88.9,0,0,0,0,0
2007,4,152.4,0,0,0,129.2,0,0,0
2007,5,151.4,0,0,0,157.9,0,0,0
2007,6,150.1,0,0,0,207.8,0,0,0
2007,7,159.3,174,0,0,231.8,174,0,0
2007,8,160,34,0,0,161.8,54.2,52,0
2007,9,158.9,0,0,0,7.6,198.4,0,0
2007,10,156.6,0,26.2,0,0,151.5,0,0
2007,11,155.4,0,17.7,0,0,114.4,0,0
2007,12,152.6,0,47.3,0,0,69.7,0,0
2008,1,148,0,74,0,0,26.4,0,0
2008,2,147.9,0,2.3,0,89.6,0,0,0
2008,3,141.2,0,102.7,0,0,0,0,0
2008,4,143.7,53.8,0,0,150.6,0,53.8,0
2008,5,153.4,174,0,174,182.9,0,0,0
2008,6,152.1,0,0,0,214.2,0,0,0
2008,7,160,152.9,0,0,192.6,199.8,0,0
2008,8,157.5,0,17.5,0,0,215.2,0,0
2008,9,151.8,0,77.8,0,0,133,0,0
2008,10,145.6,0,89.3,0,0,90.3,0,0
2008,11,143.4,0,33.3,0,0,112,0,0
2008,12,136.9,0,105.6,0,0,21.7,0,0
2009,1,131.2,0,93,0,30.3,0,0,0
2009,2,131.2,0,0,0,121.1,0,0,0
2009,3,124.5,0,102.7,0,0,0,0,0
2009,4,134.2,174,0,120.2,150.6,0,53.8,0
2009,5,133.3,0,0,0,182.9,0,0,0
2009,6,132,0,0,0,214.2,0,0,0
2009,7,141.4,174,0,0,199.2,214.4,0,0
2009,8,139.8,0,3.5,0,0,229.2,0,0
2009,9,138.4,0,6.3,0,0,204.5,0,0
2009,10,133.6,0,68.8,0,0,110.8,0,0
2009,11,127.3,0,101,0,0,44.3,0,0
2009,12,121.8,0,89.7,0,0,37.6,0,0
2010,1,115.3,0,106.7,0,0,16.6,0,0
2010,2,109.9,0,97,0,24.1,0,0,0
2010,3,104.1,0,88.9,0,0,0,0,0
2010,4,113.9,174,0,120.2,129.2,0,53.8,0
2010,5,113,0,0,0,157.9,0,0,0
2010,6,111.9,0,0,0,207.8,0,0,0
2010,7,121.3,174,0,0,231.8,174,0,0
2010,8,130.8,174,0,44.2,114,250,0,0
2010,9,125.2,0,76.7,0,0,129.3,0,0
2010,10,118.5,0,100.4,0,0,77.2,0,0
2010,11,128.7,174,0,174,132.1,0,0,0
2010,12,128.7,0,0,0,117,0,0,0
2011,1,128.8,0,0,0,100.4,0,0,0
2011,2,128.7,0,0,0,95.2,0,0,0
2011,3,123.9,0,79.8,0,0,0,0,0
2011,4,123.4,0,0,0,106.2,0,0,0
2011,5,122.5,0,0,0,144.3,0,0,0
2011,6,121.4,0,0,0,191.6,0,0,0
2011,7,130.8,174,0,174,225.8,0,0,0
2011,8,140.2,174,0,0,234.5,174,0,0
2011,9,139.2,0,0,0,51.8,151.9,0,0
2011,10,149.4,174,0,174,173.2,0,0,0
2011,11,159.7,174,0,174,116.3,0,0,0
2011,12,160,0,1.1,0,82,0,0,0
2012,1,160,0,2.5,0,76,0,0,0
2012,2,160,0,1.4,0,85.7,0,0,0
2012,3,153.3,0,102.7,0,0,0,0,0
2012,4,152.6,0,0,0,150.6,0,0,0
2012,5,151.5,0,0,0,182.9,0,0,0
2012,6,150.2,0,0,0,214.2,0,0,0
2012,7,159.5,174,0,0,230.9,174,8.6,0
2012,8,158.1,0,0,0,0,223.6,9.1,0
2012,9,156.9,0,0,0,0,192.9,17.9,0
2012,10,160,65.8,0,65.8,173.2,0,0,0
2012,11,160,2,0,2,116.3,0,0,0
2012,12,160,0,6.7,0,76.5,0,0,0
2013,1,158.9,0,20.4,0,0,58.2,0,0
2013,2,159,0,0,0,90.3,0,0,0
2013,3,152.2,0,102.7,0,0,0,0,0
2013,4,151.6,0,0,0,150.6,0,0,0
2013,5,150.5,0,0,0,182.9,0,0,0
2013,6,149.2,0,0,0,214.2,0,0,0
2013,7,158.5,174,0,0,232.7,174,6.8,0
2013,8,157.1,0,0,0,15.5,217.2,0,0
2013,9,155.9,0,0,0,23.8,186.9,0,0
2013,10,155.3,0,0,0,0,165.1,14.5,0
2013,11,155,0,0,0,0,116.3,29,0
2013,12,150.4,0,75.3,0,0,49.4,2.6,0
2014,1,150.4,0,0,0,123.3,0,0,0
2014,2,150.4,0,0,0,116.9,0,0,0
2014,3,142.2,0,126.8,0,0,0,0,0
2014,4,144.7,53.8,0,0,163.2,0,53.8,0
2014,5,143.6,0,0,0,199.4,0,0,0
2014,6,142.4,0,0,0,228.8,0,0,0
2014,7,151.6,174,0,0,238.7,174,0,0
2014,8,150.3,0,0,0,41.9,190,0,0
2014,9,149.2,0,0,0,35.6,175.8,0,0
2014,10,148.5,0,0,0,3.2,175.4,0,0
2014,11,147.6,0,10.5,0,0,136.7,0,0
2014,12,144.8,0,44.9,0,0,89.7,0,0
2015,1,140.2,0,72,0,0,59.1,0,0
2015,2,136.7,0,59.9,0,84.5,0,0,0
2015,3,130,0,102.7,0,0,0,0,0
2015,4,132.5,53.8,0,0,150.6,0,53.8,0
2015,5,142.2,174,0,174,182.9,0,0,0
2015,6,141,0,0,0,214.2,0,0,0
2015,7,150.3,174,0,36.5,127,250,0,0
2015,8,143.6,0,86,0,0,146.8,0,0
2015,9,138.7,0,64.8,0,0,145.9,0,0
