# Created by WEAP: 5/6/2021 11:59:30 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: OR_W_Klamath (1,759,114 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (769,785 ha),  1000 - 2000 m (944,405 ha),  2000 - 3000 m (44,021 ha),  3000 - 4000 m (887 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m
1959, 6, 5.245, 4.645, 5.972, 21.88, 21.88, 15.36, 14.16, 12.05, 6.889, 6.889
1959, 7, 1.06, 1.094, 1.493, 0, 0, 19.89, 18.91, 16.73, 11.29, 11.29
1959, 8, 4.424, 7.255, 11.49, 11.08, 11.08, 18.16, 16.84, 14.4, 9.174, 9.174
1959, 9, 46.72, 43.03, 39.6, 95.68, 95.68, 13.74, 12.08, 9.5, 4.272, 4.272
1959, 10, 24.09, 17.05, 9.586, 4.18, 4.18, 11.1, 9.36, 6.862, 1.86, 1.86
1959, 11, 10.89, 6.844, 3.408, 0.2, 0.2, 4.605, 2.763, 0.6348, -3.381, -3.381
1959, 12, 84.03, 72.83, 61.13, 103.9, 103.9, 0.3803, -1.718, -4.187, -7.888, -7.888
1960, 1, 141, 136.7, 139.5, 342.1, 342.1, 0.9309, -1.361, -4.267, -9.344, -9.344
1960, 2, 288.7, 298.1, 285.2, 425.4, 425.4, 3.079, 0.9636, -2.001, -7.283, -7.283
1960, 3, 231.4, 221.8, 187.4, 308.9, 308.9, 6.723, 4.807, 1.993, -3.178, -3.178
1960, 4, 59.69, 51.77, 49.69, 109.6, 109.6, 7.432, 5.512, 2.651, -2.268, -2.268
1960, 5, 139.6, 122.7, 94.45, 155.2, 155.2, 9.796, 8.104, 5.483, 0.2332, 0.2332
1960, 6, 1.551, 2.214, 1.737, 0.1, 0.1, 17.24, 15.82, 13.23, 8.536, 8.536
1960, 7, 1.739, 4.209, 8.183, 6.08, 6.08, 20.14, 19.14, 16.96, 11.81, 11.81
1960, 8, 0.7063, 1.199, 1.491, 0, 0, 17.55, 16.32, 14.07, 8.682, 8.682
1960, 9, 0.8502, 0.7266, 1.417, 4.8, 4.8, 15.82, 14.53, 12.13, 7.114, 7.114
1960, 10, 34.8, 33.13, 43.58, 105.1, 105.1, 10.46, 8.649, 6.001, 1.358, 1.358
1960, 11, 240.8, 223.5, 243.9, 422.9, 422.9, 4.399, 2.298, -0.6508, -5.534, -5.534
1960, 12, 154.7, 160.2, 178.8, 415.6, 415.6, 1.845, -0.4706, -3.401, -7.224, -7.224
1961, 1, 111.7, 110.5, 97.26, 165.4, 165.4, 2.615, 0.5581, -1.963, -6.339, -6.339
1961, 2, 218.6, 195.8, 170.3, 289.4, 289.4, 4.477, 2.384, -0.4784, -5.634, -5.634
1961, 3, 267.4, 242.2, 203.6, 322.6, 322.6, 4.515, 2.465, -0.4233, -5.781, -5.781
1961, 4, 64.58, 57.22, 49.88, 111.6, 111.6, 8.274, 6.422, 3.612, -1.61, -1.61
1961, 5, 85.42, 78.4, 72.84, 133.3, 133.3, 9.988, 8.27, 5.589, 0.2616, 0.2616
1961, 6, 15.4, 18.7, 27.36, 47.86, 47.86, 17.31, 16.15, 13.96, 8.765, 8.765
1961, 7, 1.86, 3.135, 7.834, 33.28, 33.28, 18.95, 17.76, 15.46, 10.19, 10.19
1961, 8, 13.88, 21.56, 32.51, 17.84, 17.84, 19.32, 18.09, 15.59, 10.14, 10.14
1961, 9, 22, 24.05, 26.98, 30.48, 30.48, 13.71, 12, 9.212, 3.778, 3.778
1961, 10, 87.54, 78.74, 73.73, 77.07, 77.07, 9.785, 8.02, 5.481, 0.9539, 0.9539
1961, 11, 179.7, 164.8, 177.1, 435.5, 435.5, 3.475, 1.452, -1.178, -6.011, -6.011
1961, 12, 141.7, 131.4, 140.4, 239, 239, 1.13, -1.1, -4.009, -8.946, -8.946
1962, 1, 72.05, 70.48, 74.53, 99.26, 99.26, -0.4801, -2.681, -5.329, -10.1, -10.1
1962, 2, 187.1, 193.9, 227, 686.7, 686.7, 2.608, 0.4324, -2.353, -7.342, -7.342
1962, 3, 149.4, 143.3, 137.3, 214.8, 214.8, 3.983, 1.956, -0.9635, -6.317, -6.317
1962, 4, 42.77, 38.56, 37.36, 31.88, 31.88, 9.751, 8.142, 5.416, 0.5688, 0.5688
1962, 5, 32.82, 43.04, 62.56, 122.1, 122.1, 9.595, 8.004, 5.454, 0.4137, 0.4137
1962, 6, 2.159, 2.851, 4.829, 6.7, 6.7, 15.03, 13.76, 11.19, 5.947, 5.947
1962, 7, 5.303, 6.65, 4.507, 0, 0, 18.4, 17.2, 14.53, 9.23, 9.23
1962, 8, 49.38, 47.01, 43.49, 50.55, 50.55, 17.13, 15.84, 13.34, 8.085, 8.085
1962, 9, 26.15, 23.1, 21.45, 36.18, 36.18, 15.84, 14.44, 11.97, 6.802, 6.802
1962, 10, 268.5, 284.3, 318.9, 497.8, 497.8, 9.721, 7.885, 5.248, 0.7055, 0.7055
1962, 11, 160.3, 145.4, 148.9, 207.6, 207.6, 6.036, 3.92, 1.051, -3.649, -3.649
1962, 12, 151.3, 154, 161.4, 236, 236, 2.779, 0.7378, -1.929, -5.866, -5.866
1963, 1, 63.31, 66.73, 74.51, 159, 159, -0.2186, -2.128, -4.544, -8.978, -8.978
1963, 2, 183.1, 189.2, 187.4, 296.5, 296.5, 7.07, 4.973, 2.13, -2.62, -2.62
1963, 3, 174.4, 176.6, 154.7, 303.9, 303.9, 4.462, 2.516, -0.3318, -5.512, -5.512
1963, 4, 222.1, 212.9, 222.7, 410.6, 410.6, 5.36, 3.353, 0.4365, -4.988, -4.988
1963, 5, 66.86, 67.09, 69.85, 139.2, 139.2, 11.96, 10.49, 8.042, 3.348, 3.348
1963, 6, 14.97, 20.27, 30.98, 56.64, 56.64, 14.58, 13.17, 10.51, 4.635, 4.635
1963, 7, 2.861, 2.771, 3.651, 8.1, 8.1, 16.35, 15.06, 12.59, 7.146, 7.146
1963, 8, 1.765, 1.832, 2.617, 8, 8, 17.25, 16.03, 13.57, 8.142, 8.142
1963, 9, 7.054, 5.205, 7.131, 27.61, 27.61, 16.42, 14.9, 12.33, 6.915, 6.915
1963, 10, 122.6, 120.7, 134.3, 156.8, 156.8, 10.52, 8.602, 5.788, 0.6839, 0.6839
1963, 11, 278.4, 249.8, 239.1, 400.3, 400.3, 4.728, 2.581, -0.3155, -5.012, -5.012
1963, 12, 78.67, 66.19, 57.2, 56.41, 56.41, 2.339, 0.3004, -2.301, -6.459, -6.459
1964, 1, 306.8, 268.5, 246.8, 326.4, 326.4, 0.7467, -1.437, -4.464, -9.229, -9.229
1964, 2, 29.48, 23.14, 17.77, 21.26, 21.26, 2.837, 0.7888, -2.172, -7.086, -7.086
1964, 3, 107.8, 92.84, 68.81, 104.2, 104.2, 3.933, 2.037, -0.8038, -6.142, -6.142
1964, 4, 13.27, 10.68, 8.84, 13.85, 13.85, 7.039, 5.354, 2.588, -2.435, -2.435
1964, 5, 33.33, 34.7, 39.56, 93.63, 93.63, 10.06, 8.43, 5.715, 0.2169, 0.2169
1964, 6, 28.82, 30.41, 43.29, 92.84, 92.84, 13.85, 12.52, 9.998, 4.441, 4.441
1964, 7, 9.629, 9.054, 9.872, 16.02, 16.02, 18.11, 17.01, 14.69, 9.247, 9.247
1964, 8, 1.471, 1.096, 1.074, 1.4, 1.4, 17.67, 16.47, 13.88, 8.217, 8.217
1964, 9, 3.632, 3.732, 5.491, 7.88, 7.88, 14.17, 12.5, 9.636, 4.246, 4.246
1964, 10, 27.81, 31.3, 32.1, 63.55, 63.55, 11.66, 10.01, 7.495, 2.631, 2.631
1964, 11, 233.3, 192.5, 171.9, 293.2, 293.2, 3.457, 1.372, -1.305, -6.268, -6.268
1964, 12, 623.2, 625.3, 589.5, 735.5, 735.5, 2.611, 0.5121, -2.321, -7.345, -7.345
1965, 1, 244, 234, 223.7, 357.7, 357.7, 1.119, -0.9956, -3.692, -7.6, -7.6
1965, 2, 41.38, 37.43, 34.69, 69.22, 69.22, 3.544, 1.598, -1.1, -5.815, -5.815
1965, 3, 23.18, 23.53, 19.54, 22.79, 22.79, 6.206, 4.271, 1.331, -3.852, -3.852
1965, 4, 137, 143, 168.5, 428.6, 428.6, 8.041, 6.178, 3.375, -1.998, -1.998
1965, 5, 9.763, 9.948, 13.99, 30.5, 30.5, 10.34, 8.843, 6.377, 1.079, 1.079
1965, 6, 14.89, 18.08, 27.67, 43.88, 43.88, 14.29, 13.07, 10.81, 5.254, 5.254
1965, 7, 6.576, 8.679, 9.97, 27.28, 27.28, 18.18, 17.1, 14.64, 9.225, 9.225
1965, 8, 39.79, 44.2, 48.07, 74.18, 74.18, 17.5, 16.14, 13.59, 8.384, 8.384
1965, 9, 1.505, 1.292, 1.128, 0.1, 0.1, 14, 12.45, 9.751, 4.485, 4.485
1965, 10, 21.72, 16.04, 8.506, 2.88, 2.88, 11.59, 9.955, 7.726, 3.276, 3.276
1965, 11, 197.4, 191.7, 236.9, 618.2, 618.2, 5.953, 3.721, 0.6919, -4.012, -4.012
1965, 12, 173.1, 157.8, 137.9, 183.3, 183.3, 0.2301, -1.96, -4.695, -8.965, -8.965
1966, 1, 314.8, 284.5, 250, 373.6, 373.6, 0.7108, -1.428, -4.147, -9.062, -9.062
1966, 2, 76.52, 66.38, 61.71, 187.4, 187.4, 2.115, -0.07118, -3.045, -8.27, -8.27
1966, 3, 170, 147.2, 102.9, 165.3, 165.3, 5.122, 3.236, 0.6717, -4.23, -4.23
1966, 4, 44.49, 40.48, 36, 37.06, 37.06, 9.789, 8.014, 5.205, 0.4732, 0.4732
1966, 5, 12.3, 19.43, 27.01, 14, 14, 13.05, 11.62, 9.044, 4.418, 4.418
1966, 6, 11.8, 11.33, 9.431, 10.78, 10.78, 14.06, 12.76, 10.43, 5.85, 5.85
1966, 7, 6.452, 5.025, 2.896, 2.88, 2.88, 16.75, 15.46, 13.05, 8.295, 8.295
1966, 8, 6.479, 5.994, 6.382, 7.3, 7.3, 19.06, 17.79, 15.26, 10.61, 10.61
1966, 9, 27.72, 25.27, 26.32, 28.57, 28.57, 15.59, 13.93, 11.21, 6.421, 6.421
1966, 10, 18.11, 13.49, 7.701, 0, 0, 10.49, 8.746, 6.05, 1.565, 1.565
1966, 11, 236.1, 226.5, 243.6, 592.6, 592.6, 5.564, 3.415, 0.4407, -4.098, -4.098
1966, 12, 246.6, 234, 227.7, 396.4, 396.4, 2.314, 0.1044, -2.753, -6.846, -6.846
1967, 1, 298.1, 285, 256.8, 412.6, 412.6, 1.345, -0.6853, -3.433, -7.517, -7.517
1967, 2, 23.85, 20, 14.08, 25.98, 25.98, 3.737, 1.867, -0.8116, -5.292, -5.292
1967, 3, 174.6, 173.1, 175.4, 420, 420, 3.802, 1.709, -1.242, -6.084, -6.084
1967, 4, 108.9, 103.5, 119.3, 310.7, 310.7, 3.553, 1.414, -1.64, -6.461, -6.461
1967, 5, 29.69, 24.89, 24.74, 48.66, 48.66, 11.71, 10.14, 7.425, 2.552, 2.552
1967, 6, 20.7, 31.31, 37.73, 72.51, 72.51, 15.58, 14.18, 11.52, 6.561, 6.561
1967, 7, 0.8554, 1.126, 2.241, 1.4, 1.4, 19.54, 18.58, 16.39, 11.23, 11.23
1967, 8, 2.851, 4.49, 5.545, 4.5, 4.5, 20.56, 19.53, 17.22, 12.15, 12.15
1967, 9, 11.43, 9.205, 7.644, 12.1, 12.1, 17.27, 15.84, 13.34, 8.322, 8.322
1967, 10, 79.58, 76.05, 78.84, 89.16, 89.16, 10.19, 8.265, 5.472, 0.7524, 0.7524
1967, 11, 87.21, 76.41, 71.79, 118.9, 118.9, 6.314, 4.279, 1.588, -2.363, -2.363
1967, 12, 169.4, 173.5, 164, 266.8, 266.8, -1.242, -3.666, -6.945, -10.97, -10.97
1968, 1, 241.2, 230.6, 208.7, 371.9, 371.9, -0.04043, -2.223, -5.003, -9.087, -9.087
1968, 2, 159.2, 164.1, 146, 199.3, 199.3, 5.641, 3.501, 0.6843, -3.854, -3.854
1968, 3, 106, 103, 93.05, 186.9, 186.9, 6.267, 4.286, 1.468, -3.291, -3.291
1968, 4, 10.11, 9.411, 8.41, 10.83, 10.83, 7.725, 5.994, 3.379, -1.628, -1.628
1968, 5, 43.79, 39.69, 40.59, 73.71, 73.71, 10.75, 9.2, 6.759, 2.018, 2.018
1968, 6, 9.788, 12.93, 26.41, 75.68, 75.68, 15.53, 14.36, 11.96, 7.191, 7.191
1968, 7, 0.8683, 1.438, 3.338, 0.3, 0.3, 19.26, 18.31, 16.15, 11.48, 11.48
1968, 8, 63.56, 55.29, 47.74, 60.7, 60.7, 16.61, 15.12, 12.41, 7.416, 7.416
1968, 9, 11.01, 9.041, 7.441, 7.55, 7.55, 15.48, 14.03, 11.49, 6.452, 6.452
1968, 10, 80.31, 75.29, 75.39, 137.3, 137.3, 9.882, 8.035, 5.25, 0.6489, 0.6489
1968, 11, 174.1, 145.5, 119.3, 165.3, 165.3, 4.785, 2.542, -0.5367, -4.769, -4.769
1968, 12, 341.2, 334, 312.3, 547.4, 547.4, 0.1216, -2.165, -5.284, -9.735, -9.735
