# Created by WEAP: 2/19/2020 9:56:16 AM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Payette (545,965 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,036 ha),  1000 - 2000 m (375,499 ha),  2000 - 3000 m (134,307 ha),  3000 - 4000 m (124 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 0 to 1000 m, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, T_mean[C]:Elevation 3000 to 4000 m, Precip[mm/month]:Elevation 0 to 1000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 3000 to 4000 m, Wind[m/sec]:Elevation 0 to 1000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 3000 to 4000 m
1952, 2, -2.133, -4.723, -6.987, -8.778, 55.06, 61.5, 71.55, 80.25, 2.843, 2.736, 2.699, 2.73
1952, 3, 1.339, -1.769, -4.415, -6.459, 35.8, 36.73, 35.45, 36.01, 3.191, 3.008, 2.923, 2.934
1952, 4, 9.664, 6.73, 4.417, 2.733, 25.89, 21.24, 17.77, 16.4, 2.705, 2.618, 2.604, 2.654
1952, 5, 11.93, 9.309, 7.209, 5.619, 43.15, 52.92, 55.83, 52.08, 2.297, 2.216, 2.21, 2.285
1952, 6, 15.99, 13.3, 11.1, 9.372, 47.58, 57.27, 57.44, 52.89, 2.264, 2.196, 2.182, 2.231
1952, 7, 20.13, 17.5, 15.21, 13.46, 1.918, 6.577, 14.91, 23.24, 2.078, 2.058, 2.069, 2.111
1952, 8, 19.99, 17.48, 15.33, 13.63, 0.2129, 0.4717, 0.9838, 2.237, 1.989, 1.979, 1.993, 2.035
1952, 9, 16.28, 13.97, 12.15, 10.81, 9.434, 9.265, 9.373, 9.133, 2.029, 2.041, 2.048, 2.067
1952, 10, 12.12, 9.872, 8.064, 6.719, 1.045, 1.065, 1.124, 0.8502, 1.864, 1.851, 1.853, 1.881
1952, 11, 0.5048, -1.805, -3.648, -4.987, 24.46, 24.97, 22.36, 21.02, 2.105, 2.053, 2.035, 2.052
1952, 12, 0.357, -1.928, -3.865, -5.497, 70.77, 83.74, 81.96, 78.4, 3.568, 3.446, 3.373, 3.349
1953, 1, 5.419, 3.506, 1.931, 0.6898, 110.2, 134.3, 140.8, 138.5, 4.11, 3.987, 3.916, 3.896
1953, 2, 3.622, 1.285, -1.015, -2.982, 89.17, 95.05, 87.79, 80.25, 3.083, 2.932, 2.878, 2.914
1953, 3, 5.332, 2.55, 0.1067, -1.706, 46.8, 51.25, 46.1, 39.93, 3.404, 3.278, 3.226, 3.241
1953, 4, 6.769, 4.203, 2.009, 0.2183, 58.45, 62.94, 54.73, 44.97, 2.726, 2.626, 2.596, 2.633
1953, 5, 9.989, 7.59, 5.402, 3.519, 66.71, 72, 78.54, 83.12, 2.628, 2.566, 2.565, 2.624
1953, 6, 13.14, 10.79, 8.961, 7.505, 42.53, 49.91, 50.46, 48.04, 2.297, 2.232, 2.241, 2.319
1953, 7, 21.28, 18.55, 16.38, 14.75, 0.05908, 0.4206, 0.8177, 0.944, 2.016, 1.974, 1.954, 1.968
1953, 8, 19.62, 17.04, 14.91, 13.3, 3.301, 7.487, 8.758, 8.817, 2.065, 2.034, 2.02, 2.033
1953, 9, 17.01, 14.54, 12.6, 11.12, 0.369, 1.16, 1.434, 1.261, 2.152, 2.158, 2.187, 2.232
1953, 10, 10.77, 8.65, 7.097, 5.934, 13.45, 10.24, 6.315, 4.546, 2.61, 2.571, 2.591, 2.657
1953, 11, 6.23, 3.716, 1.686, 0.2183, 52.36, 60.98, 64.1, 63.42, 3.293, 3.227, 3.198, 3.211
1953, 12, 0.6084, -1.65, -3.624, -4.83, 60.5, 68.73, 63.4, 53.54, 3.269, 3.201, 3.156, 3.132
1954, 1, 2.569, 0.3453, -1.483, -2.787, 84.12, 111.4, 116.3, 111.5, 3.797, 3.727, 3.694, 3.691
1954, 2, 3.866, 1.617, -0.251, -1.668, 63.52, 71.29, 63.45, 55.3, 3.338, 3.27, 3.199, 3.141
1954, 3, 3.705, 0.9192, -1.616, -3.611, 36.63, 43.79, 49.27, 53.15, 2.986, 2.858, 2.822, 2.872
1954, 4, 8.424, 5.575, 3.387, 1.809, 28.93, 37.53, 44.17, 47.53, 2.934, 2.913, 2.926, 2.964
1954, 5, 13.37, 10.64, 8.476, 6.858, 26.78, 31.89, 31.08, 25.58, 2.588, 2.505, 2.465, 2.478
1954, 6, 14.48, 11.77, 9.601, 7.958, 39.27, 53.15, 65.64, 75.87, 2.563, 2.483, 2.462, 2.504
1954, 7, 21.37, 18.67, 16.43, 14.74, 10.6, 14.38, 13.57, 12.29, 2.009, 1.988, 1.996, 2.035
1954, 8, 18.72, 16.17, 14, 12.36, 19.8, 25.72, 26.72, 24.41, 2.115, 2.09, 2.105, 2.167
1954, 9, 14.3, 12.04, 10.36, 9.077, 15.78, 19.77, 16.22, 9.741, 2.374, 2.327, 2.324, 2.361
1954, 10, 8.983, 6.745, 5.006, 3.714, 5.029, 10.51, 10.74, 9.569, 2.545, 2.521, 2.523, 2.547
1954, 11, 5.606, 3.413, 1.616, 0.2183, 27.04, 30.18, 29.72, 28.72, 2.688, 2.644, 2.629, 2.644
1954, 12, -1.446, -4.09, -6.33, -7.993, 39.17, 40.28, 38.69, 37.9, 3.156, 3.081, 3.009, 2.955
1955, 1, -4.278, -6.119, -7.893, -9.564, 29.8, 30.29, 29.62, 31.28, 2.579, 2.513, 2.471, 2.455
1955, 2, -3.494, -6.014, -7.9, -9.231, 35.87, 37.78, 33.15, 27.84, 3.45, 3.332, 3.282, 3.296
1955, 3, -0.01594, -3.158, -5.463, -6.892, 35.74, 40.9, 40, 38.47, 3.794, 3.696, 3.66, 3.68
1955, 4, 5.472, 2.404, -0.1016, -1.706, 74.54, 80.61, 82.46, 81.22, 2.947, 2.836, 2.792, 2.819
1955, 5, 10.62, 7.947, 5.834, 4.324, 28.01, 37.09, 44.68, 48.01, 2.783, 2.65, 2.587, 2.599
1955, 6, 17.42, 14.26, 11.66, 9.825, 16.26, 11.1, 4.255, 7.046, 2.698, 2.636, 2.619, 2.654
1955, 7, 19.78, 17.16, 14.89, 13.14, 19.15, 25.72, 30.82, 34.05, 2.025, 1.968, 1.938, 1.946
1955, 8, 21, 18.32, 16.24, 14.74, 0.00566, 0.07903, 0.2233, 0.3894, 1.919, 1.909, 1.897, 1.892
1955, 9, 14.95, 12.49, 10.52, 9.058, 26.82, 32.07, 31.76, 27.91, 2.311, 2.26, 2.244, 2.262
1955, 10, 10.77, 8.589, 6.836, 5.443, 36.75, 39, 37.59, 34.32, 2.763, 2.734, 2.736, 2.766
1955, 11, 0.5676, -2.087, -4.083, -5.302, 95.85, 106.3, 100.6, 91.1, 3.355, 3.297, 3.294, 3.334
1955, 12, 0.1538, -2.013, -3.479, -4.635, 115.7, 139.3, 156.6, 174.7, 3.734, 3.594, 3.533, 3.547
1956, 1, 0.2273, -1.817, -3.688, -5.321, 92.65, 103.2, 96.19, 91.49, 3.286, 3.147, 3.07, 3.055
1956, 2, -2.981, -5.425, -7.569, -9.445, 63.66, 70.81, 66.69, 59.25, 3.482, 3.349, 3.272, 3.252
1956, 3, 4.388, 1.306, -1.362, -3.297, 15.67, 21.7, 23.75, 22.14, 3.335, 3.183, 3.101, 3.088
1956, 4, 8.733, 5.814, 3.445, 1.633, 22.6, 24.01, 26, 27.92, 2.52, 2.452, 2.453, 2.513
1956, 5, 13.82, 10.92, 8.466, 6.662, 61.23, 76.79, 88.46, 93.93, 2.1, 2.049, 2.054, 2.111
1956, 6, 15.8, 13.22, 11.19, 9.706, 29.16, 42.35, 50.66, 50.84, 2.325, 2.305, 2.329, 2.398
1956, 7, 21.37, 18.39, 15.99, 14.24, 11.56, 10.81, 10.7, 10.58, 1.952, 1.907, 1.894, 1.924
1956, 8, 19.09, 15.9, 13.37, 11.73, 15.28, 19.65, 16.62, 10.59, 2.219, 2.18, 2.149, 2.14
1956, 9, 15.57, 12.85, 10.85, 9.548, 2.013, 3.013, 3.687, 4.783, 2.203, 2.203, 2.236, 2.31
1956, 10, 8.451, 5.896, 4.181, 3.085, 59.24, 69.62, 86.97, 100.9, 2.611, 2.535, 2.518, 2.558
1956, 11, 1.438, -1.053, -3.168, -4.849, 14.83, 16.7, 15.68, 14.23, 2.308, 2.265, 2.222, 2.193
1956, 12, -0.7832, -2.979, -4.607, -5.754, 54.85, 61.23, 56.26, 51.42, 2.942, 2.865, 2.789, 2.727
1957, 1, -7.344, -9.657, -11.34, -12.55, 49.47, 55.05, 54.68, 52.29, 2.728, 2.636, 2.594, 2.599
1957, 2, -0.4802, -2.248, -3.568, -4.792, 51.03, 61.6, 74.58, 86.68, 3.034, 2.973, 2.938, 2.927
1957, 3, 4.26, 1.525, -0.7964, -2.63, 81.11, 89.22, 91.83, 90, 2.88, 2.759, 2.704, 2.718
1957, 4, 7.854, 5.113, 2.733, 0.8279, 32.65, 39.61, 42.21, 43.51, 2.517, 2.466, 2.482, 2.559
1957, 5, 13.3, 10.29, 7.881, 6.21, 70.6, 90.28, 99.38, 103.2, 2.232, 2.178, 2.17, 2.208
1957, 6, 16.86, 13.97, 11.54, 9.667, 19.98, 21.33, 19, 15.24, 2.419, 2.325, 2.319, 2.394
1957, 7, 20.47, 17.78, 15.65, 13.95, 1.988, 2.641, 2.641, 2.577, 2.208, 2.146, 2.114, 2.131
1957, 8, 18.96, 16.49, 14.64, 13.34, 4.18, 5.637, 6.141, 6.947, 1.987, 1.981, 1.974, 1.991
1957, 9, 16.48, 13.83, 11.82, 10.33, 2.074, 2.918, 2.003, 1.575, 2.211, 2.153, 2.124, 2.131
1957, 10, 9.061, 6.505, 4.645, 3.557, 46.34, 42.16, 35.17, 26.52, 2.393, 2.339, 2.317, 2.338
1957, 11, 1.778, -0.6739, -2.768, -4.535, 46.97, 46.79, 36.58, 27.19, 2.688, 2.639, 2.626, 2.644
1957, 12, 0.4104, -2.257, -4.314, -5.616, 75.67, 89.44, 94.23, 97.36, 3.773, 3.665, 3.58, 3.523
1958, 1, -2.167, -4.537, -6.412, -8.15, 68.54, 78.28, 73.56, 67.09, 3.23, 3.112, 2.994, 2.899
1958, 2, 4.268, 1.913, -0.2854, -2.335, 92.23, 105.7, 98.68, 87.63, 3.536, 3.393, 3.286, 3.226
1958, 3, 3.201, 0.3585, -2.224, -4.259, 57.38, 65.15, 55.53, 45.91, 2.683, 2.587, 2.541, 2.543
1958, 4, 7.076, 4.352, 1.866, -0.1151, 70.97, 83.79, 85.45, 81.78, 3.098, 2.985, 2.959, 3.015
1958, 5, 15.53, 12.5, 10.17, 8.586, 29.01, 34.18, 40.41, 45.99, 2.1, 2.041, 2.026, 2.065
1958, 6, 16.92, 14.03, 11.67, 10, 69.94, 79.88, 83.6, 79.4, 2.485, 2.381, 2.338, 2.359
1958, 7, 20.97, 17.88, 15.26, 13.44, 11.09, 14.14, 14.16, 12.95, 2.316, 2.234, 2.194, 2.208
1958, 8, 21.39, 18.18, 15.89, 14.58, 2.043, 4.5, 6.134, 8.66, 1.954, 1.883, 1.848, 1.857
1958, 9, 14.31, 11.64, 9.841, 8.782, 16.21, 20.45, 18.38, 13.89, 2.456, 2.409, 2.412, 2.471
1958, 10, 11.5, 9.035, 7.184, 5.914, 9.717, 11.75, 11.96, 10.59, 2.623, 2.599, 2.586, 2.589
1958, 11, 3.864, 1.422, -0.5035, -1.825, 43.51, 55.4, 54.52, 48.93, 3.141, 3.109, 3.094, 3.091
1958, 12, 2.115, 0.2628, -1.219, -2.454, 69.61, 79.17, 74.49, 73.71, 2.92, 2.883, 2.831, 2.782
1959, 1, 2.096, -0.09157, -1.98, -3.592, 85.11, 109.5, 108.2, 94.18, 3.68, 3.546, 3.453, 3.402
1959, 2, 2.546, 0.01741, -2.179, -3.925, 50.36, 66.06, 69.79, 65.23, 3.153, 3.042, 2.995, 3.013
1959, 3, 3.521, 0.6077, -1.736, -3.416, 42.46, 43.7, 42.68, 42.1, 3.025, 2.921, 2.875, 2.882
1959, 4, 8.896, 5.875, 3.458, 1.771, 21.23, 26.71, 26.38, 21.93, 2.842, 2.766, 2.748, 2.798
1959, 5, 10.4, 7.527, 5.126, 3.362, 44.96, 52.42, 49.25, 41.93, 2.626, 2.552, 2.546, 2.603
1959, 6, 18.21, 15.14, 12.69, 10.92, 14.57, 21.35, 26.26, 27.85, 2.485, 2.386, 2.35, 2.382
1959, 7, 21.85, 18.91, 16.73, 15.21, 0.6619, 1.273, 1.231, 0.9568, 2.463, 2.376, 2.317, 2.314
1959, 8, 19.15, 16.44, 14.38, 12.85, 10.59, 27.44, 37.03, 41.3, 2.145, 2.088, 2.059, 2.078
1959, 9, 14.28, 11.85, 9.99, 8.605, 115.3, 137.9, 133.8, 118.7, 2.845, 2.764, 2.741, 2.764
1959, 10, 9.797, 7.601, 5.926, 4.657, 20.1, 55.71, 75.74, 82.84, 2.749, 2.698, 2.707, 2.767
1959, 11, 1.584, -0.5482, -2.02, -2.887, 17.3, 23.98, 29.64, 32.13, 2.943, 2.926, 2.91, 2.906
1959, 12, -1.604, -3.586, -5.238, -6.54, 36.24, 44.73, 44.06, 40.93, 2.73, 2.662, 2.597, 2.552
1960, 1, -3.188, -5.048, -6.831, -8.483, 43.63, 44.26, 44.34, 44.94, 2.805, 2.734, 2.667, 2.618
1960, 2, 0.2817, -2.529, -5.195, -7.44, 66.07, 72.74, 73.92, 77.14, 3.37, 3.239, 3.147, 3.108
1960, 3, 4.496, 1.368, -1.312, -3.316, 65.76, 73.2, 69.6, 63.21, 3.053, 2.926, 2.867, 2.87
1960, 4, 8.317, 5.471, 3.184, 1.652, 22.45, 27.05, 30.19, 33.5, 2.775, 2.689, 2.664, 2.699
1960, 5, 11.05, 8.234, 6.071, 4.638, 62.86, 73.37, 73.51, 66.52, 2.635, 2.547, 2.538, 2.601
1960, 6, 17.65, 14.5, 12.19, 10.63, 2.345, 3.808, 4.055, 2.726, 2.585, 2.489, 2.447, 2.458
1960, 7, 23.67, 20.49, 18.15, 16.62, 10.36, 14.02, 26.81, 40.12, 2.055, 2.007, 1.964, 1.966
1960, 8, 18.17, 15.5, 13.57, 12.24, 25.34, 37.94, 41.09, 38.37, 2.473, 2.429, 2.413, 2.437
1960, 9, 17.02, 14.44, 12.49, 11.14, 15.35, 16.02, 15.51, 15.78, 2.459, 2.411, 2.406, 2.448
1960, 10, 10.04, 7.844, 6.212, 5.129, 23.36, 29.94, 29, 25.4, 2.542, 2.524, 2.539, 2.581
1960, 11, 4.398, 1.845, -0.1795, -1.53, 113, 116.4, 97.33, 76.76, 3.739, 3.627, 3.579, 3.591
1960, 12, -1.822, -3.759, -5.123, -6.068, 24.89, 28.82, 24.93, 16.3, 2.615, 2.549, 2.48, 2.421
1961, 1, 0.005633, -2.134, -3.881, -5.145, 35.96, 41.6, 34.12, 24.02, 2.833, 2.746, 2.619, 2.481
1961, 2, 4.555, 2.66, 0.9767, -0.5676, 64.96, 73.16, 71.88, 68.01, 3.297, 3.177, 3.086, 3.032
1961, 3, 5.142, 2.646, 0.4988, -1.215, 66.01, 77.13, 72.32, 63.21, 3.251, 3.118, 3.034, 3.001
1961, 4, 7.573, 4.874, 2.586, 0.847, 23.78, 30.79, 28.94, 23.34, 3.099, 3.01, 2.989, 3.037
1961, 5, 11.98, 9.327, 7.32, 5.757, 24.93, 27.05, 28.23, 29.86, 2.832, 2.74, 2.735, 2.81
1961, 6, 19.97, 16.82, 14.65, 13.01, 10.12, 10.28, 10.51, 10.69, 2.215, 2.135, 2.089, 2.097
1961, 7, 21.74, 18.77, 16.67, 15.23, 12.11, 17.39, 17.86, 15.96, 2.122, 2.079, 2.066, 2.101
1961, 8, 22.13, 19.43, 17.58, 16.21, 10.37, 14.41, 17.07, 20.31, 1.795, 1.772, 1.755, 1.771
1961, 9, 12.54, 10.01, 8.157, 6.858, 17.48, 22.14, 26.39, 30.69, 2.775, 2.714, 2.675, 2.665
1961, 10, 8.143, 5.759, 4.205, 3.105, 45.63, 47.66, 41.97, 35.3, 2.876, 2.777, 2.751, 2.797
1961, 11, 1.887, -0.4405, -2.122, -3.378, 64.03, 69.65, 66.7, 60.47, 3.229, 3.144, 3.098, 3.089
1961, 12, -1.687, -4.003, -5.685, -7.011, 62.39, 70.25, 66.38, 58.64, 3.06, 3.023, 2.988, 2.958
1962, 1, -5.76, -7.683, -9.19, -10.15, 54.04, 50.95, 40.99, 34.05, 2.993, 2.89, 2.808, 2.759
1962, 2, -0.4471, -2.322, -3.98, -5.459, 62.57, 71.95, 73.27, 73.53, 3.014, 2.87, 2.779, 2.747
1962, 3, 2.96, 0.06074, -2.445, -4.378, 47.74, 53.45, 49.33, 43.13, 3.108, 2.952, 2.864, 2.846
1962, 4, 9.751, 6.998, 4.89, 3.381, 30.55, 33.5, 34.86, 34.52, 2.886, 2.794, 2.781, 2.84
1962, 5, 11.28, 8.614, 6.462, 4.952, 59.76, 67.92, 72.79, 77.51, 2.535, 2.436, 2.386, 2.391
1962, 6, 17.15, 14.32, 12.11, 10.47, 2.931, 8.448, 12.06, 15.14, 2.376, 2.247, 2.154, 2.116
1962, 7, 20.11, 17.21, 14.91, 13.32, 2.213, 4.431, 8.201, 10.57, 2.375, 2.28, 2.21, 2.182
1962, 8, 19.15, 16.33, 14.13, 12.52, 9.465, 11.61, 10.11, 7.379, 2.203, 2.165, 2.175, 2.232
1962, 9, 15.92, 13.39, 11.54, 10.2, 24.05, 25.71, 22.75, 17.8, 2.329, 2.285, 2.276, 2.307
1962, 10, 10.34, 8.231, 6.681, 5.6, 87.23, 102.2, 96.46, 83.05, 2.663, 2.582, 2.557, 2.588
1962, 11, 4.466, 2.223, 0.4386, -0.8819, 65.74, 67.49, 61.13, 54.48, 2.771, 2.725, 2.698, 2.697
1962, 12, 1.514, -0.3343, -1.797, -2.925, 53.41, 56.93, 48.96, 38.38, 2.556, 2.513, 2.454, 2.389
1963, 1, -3.004, -4.997, -6.681, -7.993, 46.68, 43.52, 37.41, 34.29, 2.757, 2.668, 2.641, 2.665
1963, 2, 5.506, 3.73, 2.202, 0.7279, 59.9, 65.93, 66.08, 68.21, 2.956, 2.895, 2.855, 2.838
1963, 3, 5.181, 2.454, 0.2176, -1.53, 27.67, 35.3, 36.8, 36.66, 3.39, 3.216, 3.129, 3.13
1963, 4, 6.521, 3.598, 1.369, -0.2532, 51.9, 63.13, 67.57, 69.67, 3.018, 2.929, 2.916, 2.972
1963, 5, 13.45, 10.78, 8.692, 7.015, 25.09, 30.78, 40.11, 50.24, 2.436, 2.334, 2.274, 2.258
1963, 6, 16.14, 13.3, 10.81, 8.863, 37.47, 49.3, 68.46, 89.29, 2.47, 2.336, 2.258, 2.235
1963, 7, 19.26, 16.49, 14.53, 13.18, 0.7989, 1.426, 1.631, 1.419, 2.345, 2.289, 2.285, 2.34
1963, 8, 20.47, 17.7, 15.6, 14.11, 9.987, 14.04, 25.6, 32.99, 2.007, 1.955, 1.911, 1.901
1963, 9, 18.48, 16.07, 14.1, 12.53, 21.59, 25.99, 30.51, 34.06, 2.08, 2.03, 2.016, 2.042
1963, 10, 11.9, 9.559, 8.085, 7.053, 22.98, 24.5, 22.07, 18.73, 2.436, 2.395, 2.392, 2.426
