# Created by WEAP: 2/19/2020 9:43:41 AM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Wind (5,113,433 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (6,335 ha),  1000 - 2000 m (3,263,492 ha),  2000 - 3000 m (1,446,327 ha),  3000 - 4000 m (397,201 ha),  4000 - 5000 m (78 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 0 to 1000 m, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, T_mean[C]:Elevation 3000 to 4000 m, T_mean[C]:Elevation 4000 to 5000 m, Precip[mm/month]:Elevation 0 to 1000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 3000 to 4000 m, Precip[mm/month]:Elevation 4000 to 5000 m, Wind[m/sec]:Elevation 0 to 1000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 3000 to 4000 m, Wind[m/sec]:Elevation 4000 to 5000 m
1950, 3, -0.7832, -0.8339, -4.912, -7.758, -9.805, 28.99, 15.1, 28.95, 36.35, 47.63, 4.001, 3.975, 3.802, 3.683, 3.624
1950, 4, 6.254, 5.191, 0.8163, -2.298, -4.258, 29.06, 33, 50.05, 55.84, 45.12, 3.577, 3.393, 3.288, 3.214, 3.184
1950, 5, 10.76, 8.559, 4.592, 1.593, -0.4263, 27.71, 36.18, 37.76, 38.34, 39.65, 3.373, 3.105, 3.001, 2.922, 2.871
1950, 6, 15.64, 15.11, 10.35, 7.104, 5.255, 57.06, 34.85, 42.13, 40.8, 41.21, 3.153, 3.008, 2.893, 2.84, 2.928
1950, 7, 19.61, 17.73, 13.23, 10.02, 8.112, 27.18, 27.03, 40.72, 43.88, 40.24, 2.728, 2.449, 2.337, 2.258, 2.221
1950, 8, 19.25, 17.98, 13.4, 10.06, 7.641, 20.5, 10.22, 13.11, 12.42, 9.706, 2.423, 2.279, 2.223, 2.201, 2.23
1950, 9, 13.83, 12.69, 8.311, 5.287, 3.574, 37.01, 62.78, 68.17, 70.17, 78.56, 2.796, 2.506, 2.344, 2.207, 2.101
1950, 10, 11.13, 10.68, 6.306, 3.136, 1.086, 7.099, 5.688, 12.45, 17.22, 21.4, 3.814, 3.81, 3.712, 3.65, 3.627
1950, 11, 0.119, 0.3755, -2.995, -5.48, -6.645, 19.26, 15.45, 26.79, 32.81, 35.06, 3.899, 4.078, 3.96, 3.885, 3.84
1950, 12, -0.2419, -0.3247, -3.117, -5.919, -8.662, 14.31, 6.179, 15.11, 17.75, 15.55, 4.239, 4.031, 3.753, 3.517, 3.25
1951, 1, -6.016, -6.42, -9.322, -11.86, -13.8, 8.195, 11.55, 32.87, 48.89, 54.24, 4.255, 4.262, 4.039, 3.871, 3.735
1951, 2, -1.685, -1.708, -5.311, -8.212, -10.61, 9.612, 8.474, 17.27, 24.58, 34.41, 4.103, 4.04, 3.831, 3.663, 3.485
1951, 3, -4.392, -2.47, -6.432, -9.206, -11.28, 18.24, 15.03, 31.06, 40.31, 44.38, 3.967, 3.904, 3.714, 3.571, 3.461
1951, 4, 6.254, 4.933, 0.9139, -1.866, -3.418, 14.51, 23.11, 29.85, 34.44, 38.34, 3.203, 3.077, 2.932, 2.826, 2.775
1951, 5, 14.01, 11.6, 7.695, 4.737, 2.767, 43.13, 37.96, 39.05, 39.72, 45.95, 3.526, 3.276, 3.135, 3.027, 2.943
1951, 6, 14.01, 12.43, 8.122, 5.05, 3.103, 43.71, 37.15, 36.46, 34.37, 29.93, 2.457, 2.317, 2.294, 2.295, 2.365
1951, 7, 21.77, 19.49, 15.04, 11.82, 9.658, 16.23, 38.99, 45.21, 47.37, 44.16, 2.627, 2.395, 2.305, 2.247, 2.263
1951, 8, 19.97, 18.52, 13.94, 10.58, 8.145, 55.92, 18.53, 34.28, 43.44, 55.76, 2.728, 2.583, 2.522, 2.507, 2.603
1951, 9, 12.57, 11.9, 8.035, 5.37, 3.91, 41.23, 24.34, 29.5, 23.63, 6.25, 3.187, 3.072, 2.977, 2.916, 2.91
1951, 10, 7.156, 6.512, 2.478, -0.3163, -1.804, 32.49, 26.06, 37.45, 41.11, 43.15, 3.085, 3.174, 3.075, 3.017, 3.007
1951, 11, 2.465, 0.4381, -3.393, -6.422, -8.595, 7.7, 4.488, 7.463, 8.846, 10.19, 4.086, 4.055, 3.854, 3.687, 3.5
1951, 12, -9.083, -6.125, -8.998, -11.18, -12.49, 23.82, 12.01, 28.18, 39.75, 45.81, 4.069, 4.346, 4.168, 4.047, 3.973
1952, 1, -8.542, -5.436, -8.611, -11.4, -14.04, 5.113, 7.221, 21.51, 29.87, 24.68, 4.527, 4.597, 4.307, 4.091, 3.919
1952, 2, -2.227, -2.35, -6.414, -9.733, -13.37, 13.17, 11.89, 23.48, 29.18, 29.55, 4.052, 3.926, 3.7, 3.523, 3.362
1952, 3, -0.4224, -2.045, -6.536, -9.738, -12.29, 10.54, 10.25, 16.45, 19.91, 24.17, 3.119, 3.299, 3.162, 3.077, 3.079
1952, 4, 11.49, 8.424, 3.897, 0.3075, -2.645, 11.95, 26.83, 28.63, 28.96, 32.99, 3.136, 2.809, 2.677, 2.559, 2.429
1952, 5, 13.65, 11.91, 7.845, 4.678, 2.498, 59.85, 61.6, 60.24, 47.45, 28.14, 2.762, 2.749, 2.693, 2.683, 2.769
1952, 6, 18.7, 17.33, 12.74, 9.338, 6.801, 26.4, 23.29, 33.37, 37.63, 34.4, 3.339, 3.155, 3.09, 3.073, 3.13
1952, 7, 21.05, 19.67, 14.88, 11.44, 8.986, 23.24, 27.16, 24.09, 12.29, 0, 2.762, 2.635, 2.576, 2.546, 2.591
1952, 8, 21.23, 19.59, 14.78, 11.37, 8.818, 19.58, 25.27, 31.95, 30.35, 20.21, 2.593, 2.508, 2.478, 2.506, 2.685
1952, 9, 17.26, 16.12, 11.64, 8.261, 5.658, 18.13, 5.669, 7.277, 8.169, 8.495, 2.847, 2.733, 2.678, 2.651, 2.688
1952, 10, 10.58, 9.712, 6.041, 3.22, 0.8173, 0, 3.387, 1.992, 0.9502, 0.4403, 3, 2.74, 2.585, 2.457, 2.335
1952, 11, 1.021, -1.09, -4.971, -8.12, -10.88, 10.98, 9.224, 13.81, 15.25, 10.82, 3.56, 3.171, 2.907, 2.687, 2.471
1952, 12, -0.4224, -1.829, -5.013, -7.92, -10.81, 3.607, 5.319, 14.03, 22.36, 32.28, 4.289, 4.206, 3.917, 3.674, 3.428
1953, 1, 3.006, 1.718, -1.877, -4.828, -6.914, 8.376, 16.09, 28.71, 37.76, 52.26, 5.223, 5.355, 5.083, 4.87, 4.65
1953, 2, 1.382, -1.398, -5.529, -8.695, -11.42, 21.79, 14.85, 29.11, 31.98, 19.95, 4.442, 4.265, 4.031, 3.849, 3.705
1953, 3, 4.63, 2.579, -1.863, -5.206, -7.922, 17.23, 9.172, 16.87, 21.25, 27.61, 4.527, 4.268, 3.999, 3.768, 3.533
1953, 4, 4.991, 3.382, -0.8186, -3.842, -5.805, 31.14, 49.45, 64.08, 64.69, 45.6, 3.102, 3.087, 3.011, 2.97, 2.989
1953, 5, 11.13, 8.947, 4.9, 1.941, 0.246, 61.26, 46.44, 51.34, 55.44, 63.67, 3.831, 3.612, 3.43, 3.29, 3.187
1953, 6, 17.26, 16.48, 11.79, 8.436, 6.263, 40.85, 25.6, 29.58, 29.95, 34.43, 2.932, 2.891, 2.849, 2.849, 2.961
1953, 7, 22.67, 21.77, 16.96, 13.39, 10.67, 7.862, 2.689, 4.244, 5.089, 5.543, 2.728, 2.327, 2.243, 2.199, 2.254
1953, 8, 21.59, 19.91, 15.01, 11.4, 8.515, 20.82, 19.08, 21.51, 21.67, 23.69, 2.491, 2.341, 2.255, 2.227, 2.326
1953, 9, 17.08, 15.91, 11.4, 7.938, 5.221, 18.79, 13.45, 16.45, 16.72, 15.07, 3.305, 3.059, 2.956, 2.88, 2.829
1953, 10, 12.57, 10.54, 6.31, 3.036, 0.4812, 0, 17.41, 19.15, 17, 11.69, 3.441, 3.159, 3.004, 2.873, 2.742
1953, 11, 6.254, 4.22, 0.4087, -2.674, -4.763, 5.417, 9.423, 15.64, 17.46, 14.98, 4.239, 4.142, 3.947, 3.777, 3.579
1953, 12, 0.8407, -1.124, -4.936, -8.131, -10.91, 3.225, 7.814, 16.49, 20.56, 21.17, 5.392, 4.812, 4.458, 4.14, 3.741
1954, 1, -8.542, -3.782, -7.376, -9.637, -10.75, 17.62, 15.36, 33.39, 43.16, 43.93, 4.103, 4.486, 4.336, 4.226, 4.132
1954, 2, 5.352, 3.186, -1.163, -4.906, -8.897, 7.78, 6.829, 19.26, 24.62, 21.78, 5.291, 4.927, 4.59, 4.297, 3.964
1954, 3, -1.505, -2.633, -6.432, -9.22, -11.32, 39.39, 33.66, 57.91, 71.24, 66.75, 3.492, 3.486, 3.34, 3.239, 3.184
1954, 4, 6.254, 6.258, 2.111, -0.8669, -2.645, 17.2, 14.25, 27.02, 34.04, 34.36, 3.611, 3.84, 3.75, 3.714, 3.744
1954, 5, 11.67, 10.86, 7.063, 4.373, 3.07, 34.46, 25.32, 25.72, 24.78, 29, 3.136, 2.816, 2.687, 2.59, 2.54
1954, 6, 15.82, 15.22, 10.48, 7.094, 4.918, 33.14, 25.44, 36.38, 46.3, 65.73, 3.339, 3.237, 3.124, 3.058, 3.061
1954, 7, 23.22, 22.3, 17.73, 14.32, 11.61, 11.85, 16.18, 23.93, 27.46, 26.19, 2.661, 2.457, 2.407, 2.395, 2.486
1954, 8, 20.51, 19.31, 14.33, 10.74, 8.011, 35.2, 10.34, 14.96, 16.7, 17.69, 2.457, 2.475, 2.475, 2.518, 2.703
1954, 9, 15.46, 15.09, 10.46, 7.057, 4.481, 24.74, 11.03, 16.56, 21.01, 22.52, 3.017, 2.956, 2.872, 2.841, 2.889
1954, 10, 9.141, 8.031, 3.885, 0.8693, -1.099, 16.58, 10.9, 11.86, 11.59, 13.13, 3.628, 3.42, 3.256, 3.116, 2.986
1954, 11, 7.337, 5.65, 1.487, -1.741, -4.258, 0, 0.6259, 1.943, 2.016, 0, 4.171, 3.782, 3.567, 3.373, 3.157
1954, 12, 0.6603, -0.7446, -4.767, -8.152, -11.55, 1.893, 1.813, 10.39, 14.8, 16.2, 4.765, 4.207, 3.833, 3.497, 3.076
1955, 1, -1.685, -3.243, -7.58, -11.06, -14.24, 1.931, 3.326, 7.642, 10.06, 14.1, 4.459, 4.076, 3.756, 3.481, 3.16
1955, 2, -4.933, -5.8, -9.278, -11.89, -13.97, 20.02, 23.08, 35.88, 36.17, 25.12, 4.272, 4.376, 4.165, 4.005, 3.846
1955, 3, -1.866, -3.272, -7.772, -10.83, -12.83, 19.22, 14.33, 25.89, 31.05, 36.34, 4.714, 4.576, 4.397, 4.252, 4.114
1955, 4, 7.517, 5.568, 0.9958, -2.447, -5.267, 65.34, 23.1, 27.3, 25.17, 18.28, 4.154, 4.153, 3.987, 3.899, 3.904
1955, 5, 12.75, 11.59, 7.348, 4.118, 1.792, 79.77, 41.77, 47.89, 46.77, 43.33, 3.322, 3.189, 3.061, 2.985, 2.983
1955, 6, 16.72, 15.29, 10.78, 7.47, 5.12, 48.84, 42.29, 46.69, 45.95, 44.94, 3.153, 2.712, 2.6, 2.515, 2.486
1955, 7, 22.49, 21.02, 16.22, 12.71, 10.2, 25.04, 19.93, 22.71, 21.99, 25.18, 3.136, 2.676, 2.56, 2.482, 2.471
1955, 8, 22.67, 20.93, 16.04, 12.43, 9.826, 7.538, 5.112, 9, 10.63, 13.04, 2.508, 2.175, 2.127, 2.093, 2.116
1955, 9, 15.1, 14.1, 9.601, 6.365, 4.414, 14.21, 21.42, 24.39, 26.44, 29.35, 3.373, 3.272, 3.13, 3.027, 2.946
1955, 10, 12.21, 10.62, 6.253, 2.956, 0.5822, 19.19, 8.029, 17.43, 21.07, 23.86, 4.069, 3.952, 3.787, 3.647, 3.485
1955, 11, -4.031, -3.706, -6.759, -8.939, -9.536, 28.34, 17.88, 32.49, 40.37, 43.65, 4.222, 4.141, 4.018, 3.92, 3.852
1955, 12, -5.294, -4.017, -6.946, -9.185, -10.21, 29.98, 29.7, 58.55, 74.58, 84.02, 4.103, 4.321, 4.146, 4.041, 3.988
1956, 1, -5.475, -4.214, -7.4, -9.667, -10.78, 12.33, 16.42, 45.56, 68.77, 85.09, 3.407, 3.493, 3.352, 3.254, 3.163
1956, 2, -3.67, -6.014, -9.99, -13.35, -16.36, 4.275, 3.678, 10.47, 15.4, 21, 5.036, 4.531, 4.26, 4.021, 3.69
1956, 3, 2.645, 0.5602, -4.153, -7.521, -9.805, 4.275, 11.45, 24.03, 33.06, 39.78, 4.917, 4.498, 4.202, 3.951, 3.657
1956, 4, 6.254, 4.843, 0.9491, -1.703, -3.283, 29.39, 29.61, 50.47, 61.53, 62.13, 3.543, 3.065, 2.922, 2.797, 2.648
1956, 5, 13.83, 12.46, 8.19, 5.147, 3.305, 43.81, 41.34, 40.15, 38.49, 37.95, 3.102, 2.707, 2.593, 2.501, 2.435
1956, 6, 20.69, 18.61, 13.98, 10.53, 7.742, 26.15, 7.345, 15.41, 17.61, 15.95, 3.373, 3.059, 2.995, 2.958, 2.958
1956, 7, 21.59, 20.03, 15.23, 11.75, 9.355, 20.09, 12.32, 14.41, 11.78, 8.167, 2.593, 2.286, 2.189, 2.118, 2.098
1956, 8, 20.33, 18.33, 13.48, 9.912, 7.339, 33.33, 11.63, 17.5, 17.98, 15.29, 2.779, 2.373, 2.298, 2.248, 2.248
1956, 9, 16.54, 15.29, 10.91, 7.619, 5.019, 0, 4.798, 8.703, 10.57, 11.15, 3.203, 3.039, 2.978, 2.947, 2.931
1956, 10, 11.31, 9.85, 5.347, 2.056, -0.2246, 8.162, 8.422, 17.05, 22.26, 27.93, 3.95, 3.656, 3.512, 3.397, 3.284
1956, 11, 3.728, 0.3463, -3.927, -7.289, -10.14, 27.71, 14.29, 19.81, 19.65, 17.04, 5.223, 4.478, 4.099, 3.742, 3.317
1956, 12, 0.4798, -1.372, -4.592, -7.462, -10.11, 8.025, 8.101, 16.24, 23.1, 30.72, 5.952, 4.985, 4.564, 4.178, 3.669
1957, 1, -10.71, -9.64, -12.49, -14.71, -16.02, 13.06, 6.415, 16.25, 23.31, 28.35, 4.103, 3.639, 3.387, 3.174, 2.94
1957, 2, -2.227, -1.641, -4.637, -6.861, -8.124, 11.12, 3.583, 13.8, 20.76, 24.48, 4.798, 4.221, 4.002, 3.8, 3.524
1957, 3, 2.284, 1.23, -3.23, -6.413, -8.628, 21.77, 12.76, 21.24, 24.72, 30.55, 3.662, 3.47, 3.324, 3.217, 3.115
1957, 4, 6.615, 4.065, 0.1425, -2.583, -4.157, 65.76, 56.42, 64.09, 63.8, 55.74, 3.594, 3.34, 3.228, 3.15, 3.094
1957, 5, 13.83, 11.31, 7.439, 4.472, 2.128, 70.28, 90.57, 95.91, 97.59, 90.86, 3.153, 2.775, 2.643, 2.532, 2.435
1957, 6, 17.26, 15.68, 11.32, 8.259, 6.263, 97.67, 60.76, 63.16, 56.62, 47.86, 3.17, 2.717, 2.62, 2.541, 2.492
1957, 7, 23.22, 20.95, 15.78, 12.05, 9.624, 6.319, 7.542, 11.81, 14.83, 22.25, 2.847, 2.775, 2.734, 2.726, 2.778
1957, 8, 21.59, 20.09, 15.22, 11.73, 9.288, 28.16, 18.57, 25.93, 32.19, 41.73, 2.847, 2.686, 2.633, 2.634, 2.793
1957, 9, 15.28, 13.37, 9.426, 6.508, 4.616, 37.02, 22.95, 25.62, 25.29, 26.22, 3.119, 2.77, 2.643, 2.539, 2.423
1957, 10, 8.058, 7.687, 3.589, 0.679, -0.9305, 29.21, 25.21, 27.49, 25.74, 18.65, 2.949, 2.761, 2.661, 2.588, 2.528
1957, 11, 2.104, -0.9137, -4.654, -7.654, -9.771, 27.2, 20.06, 23.31, 22.94, 20.62, 4.544, 4.01, 3.772, 3.548, 3.293
1957, 12, 3.186, 1.638, -2.482, -5.967, -8.595, 0.8764, 3.01, 10.83, 17.36, 28.61, 5.867, 5.381, 4.989, 4.635, 4.223
1958, 1, 2.826, -0.6235, -4.441, -7.872, -11.52, 8.25, 3.318, 9.677, 12.61, 16.21, 5.172, 4.263, 3.864, 3.496, 3.019
1958, 2, -2.768, -0.8997, -3.761, -5.851, -7.418, 19.13, 10.99, 15.53, 17.24, 17.75, 3.662, 3.635, 3.487, 3.369, 3.214
1958, 3, 1.382, -1.072, -5.179, -8.122, -9.973, 13.46, 16.49, 27.75, 33.24, 34.49, 2.932, 2.921, 2.816, 2.747, 2.694
1958, 4, 7.517, 5.127, 0.6083, -2.584, -4.628, 24.11, 32.8, 46.16, 45.6, 35.45, 3.95, 3.433, 3.329, 3.251, 3.187
1958, 5, 17.08, 14.97, 10.61, 7.323, 4.952, 11.05, 34.18, 37.24, 40.02, 39.09, 3.288, 3.008, 2.892, 2.807, 2.712
1958, 6, 16.18, 15.7, 11.6, 8.832, 7.271, 82.86, 53.76, 57.76, 54.03, 39.9, 3.237, 2.883, 2.794, 2.759, 2.781
1958, 7, 19.43, 17.88, 13.42, 10.28, 8.448, 54.45, 44.95, 51.04, 47.99, 35.67, 2.694, 2.481, 2.415, 2.382, 2.408
1958, 8, 22.85, 20.66, 15.86, 12.47, 10.46, 8.025, 14.19, 23.26, 25.35, 20.97, 2.813, 2.45, 2.333, 2.235, 2.149
1958, 9, 16.36, 15.04, 10.36, 7.023, 4.784, 8.72, 5.383, 12.89, 17.03, 19.71, 3.831, 3.331, 3.257, 3.2, 3.118
1958, 10, 11.49, 9.759, 5.886, 2.88, 0.7502, 16.07, 3.564, 8.455, 11.41, 14.87, 4.34, 3.815, 3.619, 3.439, 3.175
1958, 11, 2.826, 1.497, -2.075, -4.913, -7.116, 22.77, 21.03, 33.02, 39.76, 46.61, 5.392, 4.728, 4.418, 4.128, 3.753
1958, 12, -2.407, -1.723, -4.358, -6.477, -7.922, 25.37, 12.3, 21.25, 25.56, 27, 5.019, 4.371, 4.059, 3.788, 3.464
1959, 1, -5.114, -4.361, -7.307, -9.523, -11.12, 13.82, 10.1, 18.61, 23.11, 27.9, 4.51, 4.379, 4.114, 3.882, 3.585
1959, 2, -6.918, -5.588, -8.499, -10.26, -10.81, 21.91, 15.05, 24.17, 29.55, 35.07, 4.137, 3.881, 3.687, 3.546, 3.458
1959, 3, 4.81, 1.565, -3.134, -6.61, -9.301, 6.838, 12.94, 18.98, 21.12, 25.24, 5.053, 4.514, 4.212, 3.953, 3.657
1959, 4, 7.156, 5.473, 1.386, -1.515, -3.418, 46.3, 32.87, 28.67, 27.51, 25.39, 4.154, 3.84, 3.679, 3.564, 3.488
1959, 5, 11.31, 9.268, 5.056, 2.028, -0.05657, 32.88, 35.73, 41.34, 42.36, 43.69, 3.475, 3.266, 3.153, 3.08, 3.034
1959, 6, 19.25, 18.4, 13.46, 10.02, 7.809, 25.78, 29.65, 36.73, 38.31, 35.27, 2.966, 2.691, 2.629, 2.594, 2.624
1959, 7, 21.77, 20.31, 15.83, 12.56, 10.2, 4.456, 4.502, 6.75, 4.903, 0, 2.762, 2.543, 2.445, 2.387, 2.399
1959, 8, 21.59, 20.12, 15.43, 11.97, 9.221, 11.23, 8.038, 14.8, 17.61, 18.52, 2.949, 2.705, 2.689, 2.704, 2.802
1959, 9, 14.73, 13.65, 9.146, 5.862, 3.641, 39.01, 22.19, 26.47, 29.5, 37.96, 3.797, 3.318, 3.187, 3.081, 2.98
1959, 10, 8.239, 7.559, 3.598, 0.8502, -0.5943, 20.7, 22.67, 28.51, 32.77, 33.51, 4.255, 3.878, 3.712, 3.572, 3.434
1959, 11, -0.6028, -1.347, -4.327, -6.484, -7.519, 35.85, 19.85, 26.48, 25.69, 21.43, 5.426, 4.958, 4.676, 4.433, 4.138
1959, 12, 1.382, -0.579, -3.841, -6.682, -9.132, 4.206, 3.558, 8.964, 11, 10.56, 5.087, 4.18, 3.761, 3.369, 2.856
1960, 1, -3.851, -4.678, -7.738, -10.22, -12.46, 8.107, 11.05, 18.45, 22.57, 28.6, 4.476, 3.992, 3.677, 3.401, 3.097
1960, 2, -3.67, -5.286, -9.312, -12.21, -14.34, 11.15, 11.51, 20.61, 25.9, 29.6, 3.967, 3.759, 3.561, 3.402, 3.214
1960, 3, 2.104, 1.128, -2.998, -5.882, -7.922, 11.06, 5.39, 15.1, 20.81, 27.01, 4.069, 3.897, 3.703, 3.549, 3.404
1960, 4, 7.878, 6.854, 2.615, -0.3874, -2.241, 27.85, 20.18, 30.13, 34.9, 38.4, 4.272, 3.989, 3.806, 3.683, 3.591
1960, 5, 13.47, 11.79, 7.517, 4.271, 1.994, 25.81, 14.6, 22.96, 26.45, 25.76, 3.543, 3.168, 3.067, 3.001, 2.974
1960, 6, 17.98, 17.02, 12.64, 9.412, 7.002, 25.27, 28.54, 36.81, 38.42, 37.82, 3.526, 3.08, 2.999, 2.936, 2.844
1960, 7, 23.94, 21.66, 16.62, 13.03, 10.8, 0, 8.747, 9.019, 7.977, 8.453, 2.474, 2.381, 2.296, 2.233, 2.209
1960, 8, 19.97, 18.95, 14.23, 10.77, 8.313, 50.48, 26.91, 37.28, 36.56, 29.79, 3.085, 3.041, 2.98, 2.954, 3.001
1960, 9, 16.54, 15.04, 10.8, 7.666, 5.624, 6.676, 15.67, 17.51, 17.39, 18.96, 3.339, 2.964, 2.874, 2.787, 2.682
