# Created by WEAP: 4/6/2020 12:24:08 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\BCSD_HistClimo_PandT.nc
# Raster grid: 185 rows x 201 columns, (53 N, 124 W) - (30 N, 99 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      Prcp: monthly_avg_Prcp[mm/d]
#      Tavg: monthly_avg_Tavg[C]

# WEAP Catchment: Upper Boise (252,715 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (129,297 ha),  2000 - 3000 m (123,357 ha),  3000 - 4000 m (62 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm/d]:Elevation 1000 to 2000 m, Prcp[mm/d]:Elevation 2000 to 3000 m, Prcp[mm/d]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m
1956, 1, 5.092, 4.915, 4.369, -6.839, -9.981, -12.37
1956, 2, 2.753, 2.745, 2.359, -11.05, -13.53, -15.04
1956, 3, 0.933, 1.002, 0.8395, -3.951, -6.792, -8.793
1956, 4, 0.851, 1.122, 1.05, 4.272, 1.336, -0.9997
1956, 5, 2.437, 3.656, 4.062, 9.413, 6.632, 4.161
1956, 6, 0.6746, 0.7632, 0.669, 12.51, 9.283, 6.756
1956, 7, 0.1264, 0.2805, 0.3001, 17.88, 14.21, 11.37
1956, 8, 0.06465, 0.06476, 0.07354, 15.67, 12.23, 9.598
1956, 9, 0.1078, 0.1772, 0.2033, 12.39, 8.999, 6.42
1956, 10, 3.481, 3.774, 4.217, 4.437, 1.716, -0.4884
1956, 11, 0.5891, 0.6553, 0.6752, -2.504, -5.735, -8.467
1956, 12, 2.429, 2.321, 1.768, -5.536, -9.026, -11.99
1957, 1, 2.391, 2.363, 2.303, -12.2, -15.47, -17.82
1957, 2, 3.621, 3.997, 3.958, -5.988, -8.302, -9.989
1957, 3, 3.057, 3.025, 2.579, -1.769, -4.977, -7.498
1957, 4, 1.76, 1.707, 1.654, 3.542, 0.4549, -2.155
1957, 5, 4.644, 5.606, 5.488, 8.762, 6.213, 3.919
1957, 6, 0.4758, 0.6764, 0.7939, 13.06, 9.743, 7.101
1957, 7, 0.04919, 0.1148, 0.1305, 17.52, 14.09, 11.26
1957, 8, 0.3513, 0.7775, 1.077, 16.47, 12.9, 10.25
1957, 9, 0.0721, 0.145, 0.166, 12.93, 9.446, 6.838
1957, 10, 0.9331, 1.241, 1.653, 5.247, 2.574, 0.5158
1957, 11, 1.514, 1.455, 1.197, -3.792, -7.036, -9.308
1957, 12, 4.071, 4.337, 4.12, -5.456, -8.6, -10.96
1958, 1, 2.951, 2.871, 2.402, -8.915, -12.12, -13.95
1958, 2, 3.564, 4.133, 4.159, -3.63, -6.408, -8.47
1958, 3, 2.479, 2.955, 3.4, -3.858, -6.953, -9.241
1958, 4, 3.165, 3.587, 3.617, 1.722, -1.362, -3.905
1958, 5, 1.979, 2.148, 2.216, 12.16, 8.882, 6.201
1958, 6, 1.799, 2.08, 1.944, 13.23, 10.12, 7.582
1958, 7, 0.8045, 1.105, 1.463, 16.95, 13.19, 10.21
1958, 8, 0.292, 0.3019, 0.2407, 18.76, 15.24, 12.47
1958, 9, 0.1091, 0.2289, 0.3722, 11.72, 8.557, 6.02
1958, 10, 0.1904, 0.1997, 0.2035, 7.373, 4.218, 1.857
1958, 11, 3.039, 2.855, 2.391, -2.035, -4.601, -6.542
1958, 12, 1.961, 1.846, 1.52, -1.865, -4.427, -6.745
1959, 1, 3.272, 3.196, 3.123, -5.454, -8.447, -10.95
1959, 2, 2.588, 3.298, 4.125, -5.652, -8.995, -11.58
1959, 3, 2.138, 1.587, 0.8914, -2.396, -5.841, -8.332
1959, 4, 0.7137, 0.8055, 0.9057, 5.005, 1.908, -0.664
1959, 5, 1.719, 1.697, 1.442, 6.156, 3.477, 1.199
1959, 6, 0.4519, 0.5895, 0.5869, 14.43, 11.06, 8.449
1959, 7, 0.1077, 0.124, 0.1174, 18.4, 14.74, 11.91
1959, 8, 0.3093, 0.3427, 0.2728, 15.57, 12.1, 9.466
1959, 9, 3.902, 3.976, 3.502, 10.11, 7.059, 4.584
1959, 10, 1.577, 1.306, 0.8887, 5.886, 3.434, 1.426
1959, 11, 0.7515, 0.7838, 0.6965, -0.4491, -3.383, -5.886
1959, 12, 2.165, 2.227, 2.681, -5.473, -8.765, -11.12
1960, 1, 1.966, 2.024, 1.955, -9.776, -13.05, -15.25
1960, 2, 3.794, 4.009, 3.888, -8.352, -11.64, -14.15
1960, 3, 3.875, 3.855, 3.281, -3.089, -5.875, -7.856
1960, 4, 0.6509, 1.023, 1.158, 3.974, 0.796, -1.588
1960, 5, 1.003, 0.8185, 0.5542, 7.506, 4.565, 2.152
1960, 6, 0.07056, 0.1636, 0.2528, 14.31, 10.87, 8.223
1960, 7, 0.2391, 0.2629, 0.2195, 20.13, 16.3, 13.32
1960, 8, 0.6088, 0.7796, 0.6743, 15.36, 11.93, 9.264
1960, 9, 0.4887, 0.6198, 0.6905, 13.27, 10.01, 7.493
1960, 10, 0.8244, 0.8936, 1.002, 5.444, 2.773, 0.7026
1960, 11, 4.676, 4.98, 4.883, -1.613, -4.589, -6.982
1960, 12, 0.8618, 0.8667, 0.7176, -7.411, -11.2, -13.83
1961, 1, 1.112, 0.8806, 0.5198, -7.46, -10.73, -12.8
1961, 2, 1.836, 2.347, 2.717, -3.1, -5.973, -8.337
1961, 3, 2.159, 1.977, 1.473, -1.44, -4.62, -7.269
1961, 4, 0.6593, 0.8676, 1.018, 3.605, 0.683, -1.83
1961, 5, 0.7369, 1.51, 2.132, 9.21, 6.021, 3.371
1961, 6, 0.6777, 0.9265, 0.899, 16.53, 12.99, 10.26
1961, 7, 0.251, 0.2992, 0.3019, 18.82, 15.06, 12.21
1961, 8, 0.647, 1.113, 1.382, 19.6, 16.11, 13.41
1961, 9, 1.818, 2.087, 1.869, 8.946, 6.046, 3.901
1961, 10, 3.015, 3.726, 3.568, 4.037, 1.24, -0.5698
1961, 11, 2.86, 3.611, 3.371, -2.889, -5.612, -7.332
1961, 12, 3.274, 4.07, 3.638, -8.405, -11.44, -13.97
1962, 1, 1.88, 2.386, 2.11, -10.69, -13.13, -15.34
1962, 2, 4.364, 5.527, 6.6, -5.955, -8.568, -11.06
1962, 3, 2.739, 3.051, 2.391, -5.109, -7.665, -9.738
1962, 4, 1.703, 2.165, 1.967, 4.79, 1.637, -0.4517
1962, 5, 3.944, 5.13, 4.325, 6.978, 4.021, 2.147
1962, 6, 1.121, 1.635, 1.413, 12.41, 9.311, 7.096
1962, 7, 0.6219, 0.8954, 0.8638, 16.17, 12.81, 10.32
1962, 8, 0.5943, 0.8427, 0.7388, 15.18, 11.95, 9.533
1962, 9, 0.8614, 1.178, 0.9796, 12.38, 9.377, 7.02
1962, 10, 1.846, 2.48, 1.928, 6.87, 4.305, 2.421
1962, 11, 3.355, 4.363, 3.926, 0.3119, -2.211, -4.112
1962, 12, 1.449, 2.042, 2.337, -3.675, -6.692, -9.293
1963, 1, 2.971, 3.511, 3.489, -7.987, -11.15, -13.97
1963, 2, 4.06, 5.485, 5.053, 0.1275, -2.61, -5.107
1963, 3, 1.594, 2.145, 2.201, -0.4245, -3.418, -5.739
1963, 4, 3.219, 3.685, 3.636, 2.08, -0.6429, -2.675
1963, 5, 2.314, 2.92, 2.813, 9.378, 6.485, 4.406
1963, 6, 4.278, 4.931, 4.935, 11.04, 8.229, 5.983
1963, 7, 0.02827, 0.0323, 0.0729, 15.66, 12.37, 10.02
1963, 8, 0.6965, 0.7665, 0.8986, 16.84, 13.45, 11.08
1963, 9, 1.992, 2.286, 2.059, 14.07, 10.98, 8.677
1963, 10, 0.7297, 1.042, 1.124, 8.349, 5.356, 3.041
1963, 11, 5.836, 6.944, 7.548, -1.61, -4.359, -6.48
1963, 12, 1.386, 1.836, 1.863, -7.854, -10.66, -12.9
1964, 1, 4.709, 5.434, 5.175, -9.879, -12.82, -15.29
1964, 2, 0.7312, 0.7276, 0.4826, -9.539, -12.27, -14.26
1964, 3, 3.174, 4.638, 4.431, -5.87, -8.726, -11.23
1964, 4, 1.583, 2.274, 2.847, 1.474, -1.172, -2.98
1964, 5, 0.8086, 1.074, 1.495, 7.725, 4.782, 2.71
1964, 6, 2.994, 3.763, 3.986, 11.15, 8.254, 6.019
1964, 7, 0.1211, 0.2397, 0.5081, 17.78, 14.65, 12.13
1964, 8, 0.2692, 0.3135, 0.264, 15.23, 11.97, 9.507
1964, 9, 0.3647, 0.5445, 0.3058, 9.691, 6.623, 4.559
1964, 10, 0.3811, 0.6015, 0.7884, 7.151, 4.162, 2.061
1964, 11, 4.961, 6.181, 6.204, -2.898, -5.819, -7.773
1964, 12, 11.58, 15.97, 18.81, -6.561, -9.613, -12.08
1965, 1, 5.683, 7.746, 7.804, -6.026, -9.019, -11.42
1965, 2, 1.039, 1.63, 1.488, -5.712, -9.061, -11.56
1965, 3, 0.9838, 1.276, 0.9516, -4.013, -7.673, -10.3
1965, 4, 3.696, 4.296, 4.195, 3.896, 0.8812, -1.223
1965, 5, 1.335, 1.804, 1.79, 6.702, 3.674, 1.553
1965, 6, 1.69, 2.1, 2.194, 12.07, 9.144, 6.95
1965, 7, 0.2175, 0.3611, 0.4645, 16.59, 13.31, 10.79
1965, 8, 2.988, 3.326, 3.201, 15.22, 12.13, 9.641
1965, 9, 0.9769, 1.173, 1.024, 7.878, 4.83, 2.618
1965, 10, 0.1649, 0.2485, 0.1724, 8.046, 5.285, 3.138
1965, 11, 2.851, 3.516, 3.871, 1.436, -1.087, -3.565
1965, 12, 1.708, 2.546, 3.004, -5.815, -8.514, -11.09
1966, 1, 2.476, 3.347, 4.306, -6.783, -9.866, -13.03
1966, 2, 1.058, 1.531, 1.582, -6.068, -9.084, -12.21
1966, 3, 2.133, 2.358, 2.312, -2.251, -5.263, -7.69
1966, 4, 1.306, 1.397, 1.082, 3.588, 0.6887, -1.339
1966, 5, 0.5561, 0.6445, 0.7553, 10.28, 7.133, 5.059
1966, 6, 0.3235, 0.6112, 0.7521, 11.96, 8.96, 7.011
1966, 7, 0.04583, 0.0633, 0.08547, 17.48, 14.3, 12.08
1966, 8, 0.03145, 0.07613, 0.1045, 16.66, 13.55, 11.44
1966, 9, 0.341, 0.6047, 1.057, 13.95, 10.86, 8.69
1966, 10, 0.6152, 0.702, 0.5249, 4.926, 2.131, 0.0717
1966, 11, 2.907, 3.985, 4.867, 0.2525, -2.541, -4.62
1966, 12, 2.943, 3.787, 4.479, -7.166, -10.41, -12.92
1967, 1, 5.337, 6.363, 7.415, -5.276, -8.45, -11.14
1967, 2, 1.331, 1.811, 1.32, -4.828, -8.055, -10.72
1967, 3, 1.997, 2.975, 3.602, -2.342, -5.219, -7.328
1967, 4, 2.582, 3.286, 3.193, 0.8858, -1.807, -4.229
1967, 5, 1.047, 1.351, 1.402, 8.029, 5.289, 3.471
1967, 6, 3.254, 4.387, 4.859, 12.17, 9.414, 7.287
1967, 7, 0.8661, 0.9308, 0.7119, 18.54, 15.31, 13.09
1967, 8, 0.01625, 0.1111, 0.3482, 19, 15.58, 13.24
1967, 9, 0.4769, 0.7687, 0.8221, 14.24, 11.14, 9.089
1967, 10, 2.032, 2.894, 3.364, 5.628, 2.847, 0.9985
1967, 11, 2.818, 3.429, 3.509, 0.2008, -2.502, -4.541
1967, 12, 1.993, 2.081, 2.215, -8.73, -11.59, -13.6
1968, 1, 1.76, 2.642, 3.576, -8.356, -11.08, -13.29
1968, 2, 5.009, 5.607, 4.021, -3.493, -6.119, -7.824
1968, 3, 0.9512, 1.468, 1.416, 0.7142, -2.269, -4.599
1968, 4, 0.5575, 0.9188, 1.014, 2.327, -0.505, -2.57
1968, 5, 1.469, 2.104, 2.342, 7.672, 4.75, 2.699
1968, 6, 2.095, 2.583, 2.22, 12.98, 10.02, 7.836
1968, 7, 0.08776, 0.1975, 0.4162, 18.15, 14.69, 12.34
1968, 8, 3.696, 4.339, 3.835, 13.53, 10.58, 8.712
1968, 9, 0.6861, 1.056, 1.06, 10.39, 7.316, 5.708
1968, 10, 1.324, 1.87, 1.943, 4.217, 1.972, 0.4161
1968, 11, 4.023, 5.335, 4.938, -1.847, -4.379, -6.338
1968, 12, 5.127, 6.264, 6.135, -6.794, -9.732, -12.19
1969, 1, 9.391, 12.73, 14.13, -6.639, -9.315, -11.66
1969, 2, 2.741, 4.389, 5.988, -7.158, -9.878, -12.07
1969, 3, 0.817, 1.443, 1.136, -5.252, -7.955, -9.851
1969, 4, 0.4943, 0.7943, 0.8663, 3.87, 1.261, -0.6055
1969, 5, 0.1774, 0.3044, 0.2666, 10.72, 7.97, 6.058
1969, 6, 2.601, 3.125, 2.97, 12.59, 9.648, 7.46
1969, 7, 0.4317, 0.7134, 0.7438, 17.01, 13.96, 11.84
1969, 8, 0.01917, 0.03517, 0.0229, 17.76, 14.57, 12.5
1969, 9, 1.266, 1.241, 1.248, 12.36, 9.716, 7.874
1969, 10, 0.6786, 0.6753, 0.557, 2.754, 0.2567, -1.551
1969, 11, 0.4186, 0.5982, 0.6156, -0.4385, -3.068, -4.856
1969, 12, 4.924, 5.636, 5.531, -5.761, -8.379, -10.32
1970, 1, 10.05, 10.72, 9.771, -6.207, -8.701, -10.9
1970, 2, 1.242, 1.942, 2.242, -4.03, -6.381, -8.381
1970, 3, 2.029, 2.762, 2.691, -2.436, -5.084, -6.948
1970, 4, 1.902, 2.191, 1.766, 0.4773, -2.121, -4.055
1970, 5, 1.34, 1.834, 1.711, 8.414, 5.712, 3.852
1970, 6, 4.193, 4.442, 3.866, 13.47, 10.7, 8.657
1970, 7, 0.8992, 1.209, 1.283, 17.46, 14.49, 12.58
1970, 8, 0.3878, 0.4762, 0.4824, 17.86, 14.72, 12.77
1970, 9, 0.968, 1.29, 1.237, 8.964, 6.273, 4.345
1970, 10, 2.25, 2.581, 2.721, 2.983, 0.1984, -1.537
1970, 11, 6.989, 8.624, 8.961, -0.7564, -3.256, -5.161
1970, 12, 5.573, 7.298, 8.287, -8.364, -11.21, -13.49
1971, 1, 6.576, 7.582, 6.775, -6.855, -9.233, -11.37
1971, 2, 2.254, 2.783, 2.567, -5.445, -8.276, -10.58
1971, 3, 3.257, 3.595, 3.639, -4.636, -7.316, -9.071
1971, 4, 1.04, 1.368, 0.9564, 2.925, 0.1628, -2.079
1971, 5, 1.67, 2.103, 2.054, 9.069, 6.34, 4.26
1971, 6, 2.191, 2.622, 2.351, 12.01, 9.199, 6.972
1971, 7, 0.4618, 0.5218, 0.4567, 17.2, 14.21, 12.08
1971, 8, 0.486, 0.8544, 0.5522, 19.07, 16.08, 13.96
1971, 9, 0.5804, 0.7415, 0.9454, 8.82, 5.962, 3.974
1971, 10, 1.019, 0.9279, 1.136, 4.187, 1.666, 0.05331
1971, 11, 3.22, 3.979, 3.212, -2.359, -4.897, -6.838
1971, 12, 4.925, 6.525, 6.492, -9.001, -11.9, -14.19
1972, 1, 7.713, 9.633, 7.649, -8.21, -10.66, -12.78
1972, 2, 2.798, 3.412, 2.747, -5.325, -7.627, -9.825
1972, 3, 2.841, 3.087, 2.396, -0.1569, -2.373, -3.917
1972, 4, 1.599, 2.192, 2.051, 2.596, -0.2397, -2.248
1972, 5, 0.835, 0.8701, 1.324, 9.507, 6.523, 4.406
1972, 6, 0.7865, 0.9616, 1.599, 13.86, 10.92, 8.831
1972, 7, 0.01281, 0.06456, 0.161, 16.58, 13.59, 11.54
1972, 8, 0.3409, 0.412, 0.6208, 17.76, 14.71, 12.6
1972, 9, 1.415, 1.692, 1.542, 9.398, 6.657, 4.708
1972, 10, 1.851, 2.455, 2.719, 5.834, 3.201, 1.207
1972, 11, 2.173, 2.842, 2.895, -1.172, -3.972, -6.074
1972, 12, 4.168, 4.599, 3.668, -9, -11.56, -13.54
1973, 1, 2.691, 3.357, 3.738, -8.63, -12.04, -14.52
1973, 2, 2.026, 2.358, 2.478, -5.461, -7.971, -10.5
1973, 3, 0.5895, 0.7808, 1.03, -2.203, -4.794, -7.074
1973, 4, 1.01, 1.084, 0.8887, 3.146, 0.2576, -2.102
1973, 5, 0.6433, 0.6944, 0.6935, 9.491, 6.632, 4.61
1973, 6, 0.8588, 1.126, 0.9928, 13.24, 10.5, 8.587
1973, 7, 0.4562, 0.6178, 1.023, 17.76, 14.49, 12.13
1973, 8, 0.3213, 0.4913, 0.3973, 16.93, 13.93, 11.66
1973, 9, 0.6903, 0.7941, 0.9096, 11.14, 8.004, 5.608
1973, 10, 0.9714, 0.8923, 0.7442, 5.74, 3.062, 0.9286
1973, 11, 5.996, 8.064, 10.24, -2.518, -5.038, -7.303
1973, 12, 6.018, 7.274, 6.664, -5.033, -7.489, -9.841
1974, 1, 4.172, 5.431, 6.039, -9.182, -11.6, -13.82
1974, 2, 2.264, 2.805, 2.742, -6.961, -9.256, -11.54
1974, 3, 5.32, 7.199, 7.027, -1.881, -4.343, -6.37
1974, 4, 0.7872, 0.7044, 0.5392, 3.547, 1.027, -0.9253
1974, 5, 0.1411, 0.07061, 0.03048, 7.383, 4.733, 2.871
1974, 6, 0.835, 1.11, 0.5461, 15.15, 12.24, 10.38
1974, 7, 0.08613, 0.1473, 0.2505, 17.29, 14.44, 12.76
1974, 8, 0.6421, 0.9968, 0.6199, 15.64, 12.72, 10.69
1974, 9, 0.0006052, 0.006617, 0.02433, 12.1, 9.346, 7.594
1974, 10, 1.495, 2.047, 2.581, 6.433, 3.816, 1.526
1974, 11, 1.51, 1.878, 1.704, -0.9822, -3.646, -5.721
1974, 12, 3.613, 4.407, 4.229, -6.633, -9.406, -11.56
1975, 1, 3.932, 5.488, 4.703, -8.204, -10.87, -13.72
1975, 2, 6.27, 7.509, 7.843, -6.345, -9.118, -11.79
1975, 3, 4.834, 5.193, 5.37, -3.274, -5.968, -8.31
1975, 4, 2.248, 3.236, 3.034, -0.8497, -3.656, -5.711
1975, 5, 0.7541, 0.9864, 1.083, 6.906, 4.309, 2.095
1975, 6, 0.908, 1.249, 1.335, 11.37, 8.423, 6.034
1975, 7, 1.032, 1.085, 1.032, 19.25, 16.17, 13.64
1975, 8, 0.5869, 0.604, 0.5618, 15.05, 11.82, 9.125
1975, 9, 0.1369, 0.1254, 0.1762, 12.48, 9.487, 7.272
1975, 10, 3.337, 3.424, 3.695, 5.046, 2.336, 0.09864
1975, 11, 3.128, 3.477, 3.66, -2.953, -5.588, -7.787
1975, 12, 1.831, 1.843, 1.572, -4.788, -7.332, -9.201
1976, 1, 2.818, 2.692, 2.224, -7.891, -10.56, -12.16
1976, 2, 3.506, 4.284, 4.607, -6.711, -9.249, -10.58
1976, 3, 1.327, 1.642, 1.529, -6.371, -9.063, -10.54
1976, 4, 1.395, 1.551, 1.771, 2.805, 0.4541, -1.412
1976, 5, 0.5788, 1.162, 1.787, 9.879, 7.165, 4.966
1976, 6, 0.7942, 0.8495, 0.7429, 11.38, 8.518, 6.509
1976, 7, 0.7871, 1.053, 1.177, 17.92, 14.81, 12.62
1976, 8, 1.731, 2.299, 2.342, 14.4, 11.42, 9.026
1976, 9, 1.915, 2.483, 2.867, 12.46, 9.554, 7.331
1976, 10, 0.4522, 0.3781, 0.3089, 5.35, 2.365, 0.1011
1976, 11, 0.02923, 0.03457, 0.01984, 0.5481, -2.401, -4.593
1976, 12, 0.08115, 0.1787, 0.2786, -4.809, -7.918, -10.38
1977, 1, 0.7511, 0.9696, 1.047, -8.923, -11.93, -13.97
1977, 2, 0.5843, 0.8982, 1.283, -3.232, -6.24, -8.562
1977, 3, 1.221, 1.175, 1.048, -2.082, -4.993, -7.715
1977, 4, 0.05553, 0.07482, 0.08, 6.517, 3.715, 1.512
1977, 5, 2.485, 3.506, 4.383, 6.205, 3.469, 1.144
1977, 6, 1.292, 1.854, 1.921, 16.25, 13.34, 11
1977, 7, 1.354, 1.68, 1.661, 17.09, 14.05, 11.61
1977, 8, 0.8666, 0.8295, 0.819, 16.74, 13.67, 11.26
1977, 9, 0.6538, 1.018, 1.341, 11, 8.116, 5.911
1977, 10, 0.2886, 0.3693, 0.3919, 6.186, 3.346, 0.9866
1977, 11, 3.697, 3.841, 2.935, -1.872, -4.905, -7.468
1977, 12, 6.407, 7.068, 6.924, -4.784, -7.854, -10.17
1978, 1, 3.442, 4.261, 5.319, -5.971, -9.426, -11.59
1978, 2, 4.007, 4.906, 5.709, -5.842, -8.951, -10.76
1978, 3, 1.257, 1.415, 1.465, -0.4777, -3.624, -5.271
1978, 4, 2.742, 3.647, 4.77, 3.659, 0.825, -1.609
1978, 5, 0.7501, 0.9136, 0.9992, 7.278, 4.418, 2.041
1978, 6, 0.4864, 0.5959, 0.6436, 12.32, 9.284, 7.275
1978, 7, 1.124, 1.244, 1.018, 16.79, 13.7, 11.68
1978, 8, 0.3924, 0.3494, 0.2493, 15.39, 12.16, 9.75
1978, 9, 2.509, 3.117, 3.437, 10.39, 7.632, 5.425
1978, 10, 0.008906, 0.003603, 0, 6.849, 4.145, 2.215
1978, 11, 1.148, 1.156, 1.078, -1.864, -4.495, -6.526
1978, 12, 1.801, 1.822, 1.751, -9.387, -12.67, -15.3
