# Created by WEAP: 2/25/2020 10:25:43 AM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Upper Missouri (9,565 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (8,566 ha),  2000 - 3000 m (999 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m
1954, 4, 2.685, 1.486, 30.14, 28.59, 3.384, 3.376
1954, 5, 10.35, 9.148, 18.27, 19.59, 2.68, 2.68
1954, 6, 12.96, 11.56, 111.8, 112.5, 3.177, 3.186
1954, 7, 20.25, 19.05, 18.85, 19.04, 2.136, 2.118
1954, 8, 17.26, 15.96, 55, 56.9, 2.12, 2.12
1954, 9, 11.84, 10.64, 48.46, 47.85, 2.601, 2.609
1954, 10, 6.61, 5.411, 0, 0, 3.225, 3.234
1954, 11, 6.223, 4.724, 11.76, 10.91, 3.594, 3.628
1954, 12, -0.4963, -1.796, 1.597, 1.555, 4.075, 4.126
1955, 1, -4.052, -5.451, 10.37, 10.63, 3.627, 3.678
1955, 2, -6.107, -7.507, 16.4, 16.35, 3.674, 3.7
1955, 3, -5.36, -6.759, 32.03, 31.57, 4.154, 4.171
1955, 4, 4.358, 2.959, 28.7, 32.24, 3.482, 3.508
1955, 5, 9.217, 7.818, 68.23, 71.78, 2.825, 2.842
1955, 6, 15.01, 13.61, 58.84, 56.47, 2.745, 2.745
1955, 7, 18.19, 16.89, 110.7, 107, 2.489, 2.497
1955, 8, 19.12, 17.72, 2.065, 2.256, 2.408, 2.408
1955, 9, 12.21, 10.91, 8.441, 8.638, 2.857, 2.865
1955, 10, 9.965, 8.566, 6.224, 7.44, 3.849, 3.858
1955, 11, -6.859, -8.359, 31.82, 33.86, 3.69, 3.716
1955, 12, -5.556, -7.155, 41.73, 41.91, 3.61, 3.636
1956, 1, -6.294, -7.693, 18.2, 18.64, 3.145, 3.162
1956, 2, -5.168, -6.468, 8.686, 8.238, 4.346, 4.381
1956, 3, 0.8074, -0.5918, 24.41, 23.36, 4.138, 4.173
1956, 4, 5.288, 3.789, 23.42, 22.88, 3.001, 3.01
1956, 5, 11.1, 9.896, 31.56, 32.69, 2.697, 2.697
1956, 6, 16.7, 15.4, 60.51, 62.15, 3.337, 3.337
1956, 7, 19.69, 18.49, 51.53, 50.23, 2.168, 2.168
1956, 8, 17.07, 15.67, 76.79, 71.41, 2.52, 2.52
1956, 9, 13.71, 12.51, 7.846, 8.995, 3.065, 3.065
1956, 10, 7.357, 6.158, 24.46, 24.63, 3.722, 3.748
1956, 11, 2.681, 1.382, 3.652, 4.097, 4.124, 4.192
1956, 12, -1.435, -2.834, 15.82, 16.18, 5.148, 5.208
1957, 1, -13.41, -15.21, 24.49, 25.71, 3.323, 3.365
1957, 2, -5.364, -6.863, 12.21, 12.76, 4.25, 4.276
1957, 3, 0.8074, -0.5918, 16.81, 17.28, 3.257, 3.275
1957, 4, 4.923, 3.624, 23.88, 24.18, 3.161, 3.17
1957, 5, 12.22, 11.02, 100.4, 97.03, 2.632, 2.632
1957, 6, 15.39, 14.09, 58.07, 60.56, 2.953, 2.962
1957, 7, 20.06, 18.76, 12.3, 12.78, 2.472, 2.472
1957, 8, 17.26, 16.06, 29.42, 29.27, 2.121, 2.129
1957, 9, 13.71, 12.51, 37.49, 37.69, 2.873, 2.89
1957, 10, 4.358, 2.959, 35.73, 36.43, 2.425, 2.442
1957, 11, 0.4381, -0.8611, 17.31, 18.05, 3.962, 3.997
1957, 12, 1.008, -0.09158, 3.865, 3.936, 4.971, 5.014
1958, 1, 1.003, -0.196, 5.086, 5.86, 4.3, 4.368
1958, 2, -3.682, -5.181, 24.69, 25.14, 3.065, 3.082
1958, 3, -2.183, -3.582, 44.04, 44.47, 2.745, 2.745
1958, 4, 5.297, 3.998, 35.58, 34.23, 3.561, 3.579
1958, 5, 15.39, 14.19, 26.26, 26.04, 2.953, 2.962
1958, 6, 14.45, 12.95, 141, 141.8, 2.841, 2.858
1958, 7, 17.07, 15.67, 52.27, 53.84, 2.76, 2.752
1958, 8, 20.44, 19.14, 25.64, 24.35, 3.113, 3.122
1958, 9, 13.15, 11.95, 21.76, 22.32, 3.882, 3.899
1958, 10, 9.974, 8.775, 14.72, 14.35, 3.978, 4.013
1958, 11, 0.4337, -0.9655, 28.05, 29.82, 4.635, 4.678
1958, 12, -1.622, -3.021, 24.35, 24.42, 4.22, 4.279
1959, 1, -5.173, -6.572, 28.38, 29.38, 3.69, 3.716
1959, 2, -8.359, -9.958, 34.91, 36.65, 3.642, 3.676
1959, 3, 2.681, 1.382, 11.68, 11.71, 4.475, 4.527
1959, 4, 5.666, 4.267, 24.36, 22.27, 3.578, 3.604
1959, 5, 7.731, 6.532, 40.41, 42.71, 3.161, 3.17
1959, 6, 15.95, 14.65, 50.45, 51.74, 2.537, 2.545
1959, 7, 19.69, 18.39, 4.691, 5.158, 2.6, 2.6
1959, 8, 17.26, 15.96, 25.85, 24.26, 3.049, 3.058
1959, 9, 11.47, 10.27, 39.09, 38.11, 3.353, 3.362
1959, 10, 6.605, 5.306, 48.88, 48.37, 3.77, 3.796
1959, 11, -1.622, -3.021, 36.59, 36.88, 4.443, 4.495
1959, 12, 0.9988, -0.3004, 4.849, 5.808, 4.06, 4.119
1960, 1, -6.294, -7.693, 8.548, 8.765, 3.531, 3.582
1960, 2, -4.234, -5.533, 8.092, 8.349, 3.562, 3.596
1960, 3, -0.4963, -1.796, 4.458, 4.799, 3.562, 3.588
1960, 4, 5.297, 3.998, 43.66, 43.92, 3.818, 3.835
1960, 5, 9.974, 8.775, 45.37, 45.45, 3.113, 3.13
1960, 6, 15.76, 14.46, 3.825, 4.524, 3.417, 3.426
1960, 7, 21.56, 20.26, 7.352, 7.95, 2.248, 2.248
1960, 8, 17.07, 15.77, 53.02, 54.52, 2.952, 2.944
1960, 9, 13.35, 12.35, 0, 0, 3.017, 3.034
1960, 10, 8.848, 7.549, 1.692, 2.313, 3.914, 3.94
1960, 11, 0.9988, -0.3004, 12.19, 11.96, 4.154, 4.189
1960, 12, -2.548, -3.747, 3.805, 3.919, 3.835, 3.895
1961, 1, -0.4963, -1.796, 2.644, 2.781, 4.187, 4.239
1961, 2, 2.125, 0.9253, 9.829, 9.683, 4.267, 4.31
1961, 3, 2.498, 1.299, 41.95, 41.94, 3.306, 3.331
1961, 4, 3.993, 2.794, 21.91, 22.21, 3.449, 3.458
1961, 5, 12.03, 10.73, 65.32, 64.29, 2.52, 2.512
1961, 6, 19.5, 18.2, 12.77, 13.12, 2.472, 2.472
1961, 7, 20.25, 18.95, 15.92, 16.83, 2.312, 2.303
1961, 8, 21.18, 19.88, 15.1, 14.26, 2.12, 2.111
1961, 9, 10.34, 8.939, 50.85, 51.92, 3.289, 3.307
1961, 10, 7.909, 6.51, 10.34, 10.54, 3.914, 3.94
1961, 11, -1.248, -2.648, 16.7, 18.92, 3.962, 3.997
1961, 12, -6.668, -8.067, 4.549, 4.549, 4.49, 4.525
1962, 1, -6.294, -7.693, 24.84, 26.24, 4.46, 4.52
1962, 2, -5.173, -6.572, 15.59, 16.81, 3.177, 3.195
1962, 3, -2.743, -4.143, 22.59, 21.94, 3.034, 3.059
1962, 4, 8.287, 6.988, 24.46, 22.83, 3.353, 3.371
1962, 5, 9.782, 8.483, 87.07, 91.34, 2.809, 2.817
1962, 6, 15.39, 14.19, 56.76, 57.61, 2.68, 2.672
1962, 7, 17.44, 16.15, 37.09, 37.92, 2.295, 2.27
1962, 8, 18.38, 17.18, 30.39, 33.28, 2.841, 2.841
1962, 9, 12.59, 11.29, 4.651, 4.081, 3.129, 3.146
1962, 10, 9.6, 8.401, 41.57, 40.62, 3.401, 3.419
1962, 11, 3.25, 2.151, 16.26, 16.71, 3.818, 3.844
1962, 12, -0.3094, -1.609, 6.105, 6.52, 4.107, 4.15
1963, 1, -10.41, -11.8, 34.81, 35.99, 4.235, 4.278
1963, 2, 2.685, 1.486, 9.104, 8.509, 4.123, 4.166
1963, 3, 3.059, 1.86, 3.33, 3.578, 3.578, 3.604
1963, 4, 5.11, 3.811, 32.78, 32.84, 3.257, 3.275
1963, 5, 10.53, 9.335, 37.2, 38.43, 2.552, 2.552
1963, 6, 15.02, 13.72, 87.37, 87.38, 2.68, 2.672
1963, 7, 19.13, 17.93, 15.45, 17.25, 2.504, 2.496
1963, 8, 18.75, 17.45, 21.27, 20.43, 2.169, 2.186
1963, 9, 16.14, 14.94, 24.84, 25.07, 2.217, 2.234
1963, 10, 11.1, 9.896, 8.474, 9.018, 2.793, 2.801
1963, 11, 2.868, 1.568, 4.169, 4.169, 4.138, 4.155
1963, 12, -5.547, -6.946, 30.79, 31.85, 3.771, 3.813
1964, 1, -2.743, -4.143, 12.2, 12.78, 4.779, 4.831
1964, 2, 0.05989, -1.339, 7.804, 8.007, 4.732, 4.801
1964, 3, -2.37, -3.769, 17.12, 18.64, 3.802, 3.819
1964, 4, 5.106, 3.707, 37.4, 37.77, 3.641, 3.65
1964, 5, 10.53, 9.335, 134.3, 128.7, 3.369, 3.369
1964, 6, 14.83, 13.53, 127.3, 125.6, 2.68, 2.663
1964, 7, 20.07, 18.87, 29.4, 29.6, 2.232, 2.223
1964, 8, 16.88, 15.58, 35.75, 35.76, 2.921, 2.921
1964, 9, 10.9, 9.605, 12.21, 11.38, 3.145, 3.154
1964, 10, 10.16, 8.961, 7.789, 7.018, 3.258, 3.283
1964, 11, 0.2468, -1.152, 12.44, 13.23, 3.13, 3.155
1964, 12, -10.58, -11.68, 50.71, 48.41, 4.121, 4.13
1965, 1, -3.117, -4.516, 20.42, 20.45, 4.426, 4.452
1965, 2, -3.856, -5.055, 16.79, 17.55, 4.539, 4.582
1965, 3, -5.551, -7.05, 21.85, 22.13, 2.426, 2.451
1965, 4, 5.675, 4.476, 41.43, 41.97, 2.745, 2.753
1965, 5, 9.787, 8.588, 43.54, 43.54, 3.193, 3.211
1965, 6, 13.52, 12.33, 94.49, 99.99, 2.857, 2.865
1965, 7, 18.75, 17.45, 41.22, 42.68, 1.976, 1.976
1965, 8, 18.38, 17.08, 43.64, 44.02, 2.665, 2.673
1965, 9, 6.792, 5.493, 56.61, 55.27, 3.001, 3.018
1965, 10, 11.28, 9.978, 1.872, 1.976, 3.562, 3.588
1965, 11, 0.625, -0.6742, 37.54, 36.77, 3.433, 3.451
1965, 12, -2.917, -4.016, 7.664, 7.968, 3.77, 3.805
1966, 1, -8.528, -9.727, 23.38, 24.92, 3.882, 3.899
1966, 2, -2.739, -4.038, 9.121, 9.041, 3.594, 3.62
1966, 3, 2.303, 0.9033, 14.34, 14.8, 3.61, 3.644
1966, 4, 4.728, 3.228, 17.56, 17.73, 3.241, 3.25
1966, 5, 12.59, 11.29, 31.88, 32.94, 3.177, 3.186
1966, 6, 14.08, 12.78, 57.34, 55.79, 2.857, 2.865
1966, 7, 20.07, 18.87, 44.13, 44.69, 2.264, 2.264
1966, 8, 17.64, 16.44, 31.25, 31.19, 2.536, 2.528
1966, 9, 15.96, 14.86, 8.879, 8.729, 2.456, 2.456
1966, 10, 8.666, 7.466, 32.76, 33.23, 4.074, 4.109
1966, 11, -0.5053, -2.004, 57.76, 56.96, 3.577, 3.595
1966, 12, -2.552, -3.851, 14.04, 14.56, 3.947, 3.998
1967, 1, -2.739, -4.038, 14.86, 17.48, 5.467, 5.501
1967, 2, 0.6295, -0.5698, 18.28, 16.92, 5.627, 5.679
1967, 3, -2.743, -4.143, 49.02, 51.5, 3.529, 3.538
1967, 4, 1.929, 0.5296, 52.45, 54.47, 2.761, 2.778
1967, 5, 9.231, 8.131, 59.42, 59.64, 3.193, 3.202
1967, 6, 13.52, 12.33, 98.05, 98.81, 2.537, 2.545
1967, 7, 20.44, 19.34, 16.34, 17.31, 2.296, 2.296
1967, 8, 20.06, 18.76, 3.803, 4.264, 2.345, 2.362
1967, 9, 16.51, 15.21, 9.433, 10.04, 2.873, 2.89
1967, 10, 8.857, 7.758, 42.97, 41.79, 4.426, 4.443
1967, 11, 1.003, -0.196, 18.06, 19.04, 3.722, 3.757
1967, 12, -6.477, -7.776, 58.85, 57.86, 4.202, 4.228
1968, 1, -6.112, -7.611, 21.24, 23.48, 3.946, 3.981
1968, 2, 0.4337, -0.9655, 7.119, 7.132, 3.033, 3.042
1968, 3, 4.545, 3.146, 30.59, 29.68, 3.21, 3.235
1968, 4, 4.176, 2.877, 30.77, 29.95, 3.688, 3.68
1968, 5, 8.661, 7.362, 59.28, 60.88, 2.745, 2.753
1968, 6, 14.45, 13.05, 60.69, 63.37, 3.065, 3.065
1968, 7, 19.13, 17.83, 3.575, 3.428, 2.393, 2.41
1968, 8, 16.51, 15.32, 47.5, 48.23, 2.473, 2.481
1968, 9, 12.96, 11.66, 77.75, 77.77, 3.177, 3.186
1968, 10, 7.731, 6.532, 2.82, 2.877, 3.433, 3.451
1968, 11, 1.746, 0.4471, 27.97, 28.75, 3.53, 3.556
1968, 12, -9.098, -10.5, 23.89, 24.67, 3.465, 3.465
1969, 1, -17.14, -18.74, 40.1, 41.41, 3.576, 3.568
1969, 2, -6.303, -7.902, 3.907, 4.325, 2.793, 2.81
1969, 3, -3.126, -4.725, 18.63, 18.81, 3.129, 3.146
1969, 4, 9.404, 8.005, 9.727, 9.805, 3.419, 3.461
1969, 5, 11.84, 10.64, 53.9, 52.04, 2.473, 2.49
1969, 6, 14.26, 12.86, 115.6, 121, 2.904, 2.896
1969, 7, 18.76, 17.56, 17.04, 18.39, 2.472, 2.472
1969, 8, 19.88, 18.78, 6.439, 7.596, 2.344, 2.344
1969, 9, 13.72, 12.62, 3.898, 3.975, 2.793, 2.801
1969, 10, 4.354, 2.855, 24.31, 24.15, 3.241, 3.259
1969, 11, 3.807, 2.607, 8.569, 9.137, 3.723, 3.774
1969, 12, -1.431, -2.73, 3.144, 3.589, 3.595, 3.646
1970, 1, -8.541, -10.04, 22.49, 21.78, 3.834, 3.851
1970, 2, 0.625, -0.6742, 52.07, 49.68, 3.658, 3.692
1970, 3, -1.996, -3.395, 31.69, 32.39, 3.338, 3.363
1970, 4, 2.868, 1.568, 29.68, 30.63, 3.882, 3.908
1970, 5, 11.09, 9.791, 74.1, 73.99, 2.57, 2.595
1970, 6, 17.44, 16.15, 67.52, 68.21, 2.889, 2.906
1970, 7, 19.88, 18.68, 55.26, 53.85, 2.312, 2.312
1970, 8, 19.5, 18.2, 0, 0, 2.361, 2.369
1970, 9, 11.47, 10.27, 24.36, 25.07, 3.385, 3.394
1970, 10, 6.236, 5.037, 13.02, 14.04, 3.45, 3.476
1970, 11, -1.057, -2.356, 9.707, 10.7, 3.561, 3.57
1970, 12, -5.173, -6.572, 7.637, 8.474, 4.154, 4.189
1971, 1, -8.719, -10.02, 41.45, 43.25, 4.442, 4.459
1971, 2, -1.061, -2.461, 7.158, 7.908, 3.93, 3.956
1971, 3, 0.2513, -1.048, 7.996, 9.467, 3.834, 3.851
1971, 4, 6.227, 4.828, 53.28, 49.48, 3.177, 3.195
1971, 5, 11.09, 9.791, 54.56, 56.35, 2.841, 2.858
1971, 6, 14.45, 13.16, 32.53, 32.8, 2.584, 2.584
1971, 7, 18.19, 16.79, 10.89, 10.4, 2.281, 2.289
1971, 8, 21.93, 20.63, 23.17, 23.62, 2.024, 2.024
1971, 9, 10.72, 9.522, 27.51, 25.88, 2.969, 2.969
1971, 10, 5.858, 4.559, 27.25, 25.8, 3.61, 3.636
1971, 11, 1.373, 0.07333, 7.187, 7.578, 3.771, 3.813
1971, 12, -8.35, -9.749, 21.67, 22.86, 4.234, 4.26
1972, 1, -10.96, -12.26, 34.69, 35.41, 5.13, 5.147
1972, 2, -2.57, -4.269, 7.782, 7.494, 4.265, 4.274
1972, 3, 3.241, 1.942, 15.9, 17.21, 3.866, 3.883
1972, 4, 4.923, 3.624, 21.95, 21.59, 3.433, 3.433
1972, 5, 10.34, 9.044, 60.44, 58.42, 2.793, 2.801
1972, 6, 16.7, 15.4, 28.69, 30.32, 2.584, 2.584
1972, 7, 17.07, 15.77, 46.17, 45.62, 2.648, 2.648
1972, 8, 18.75, 17.45, 52.44, 51.46, 2.121, 2.129
1972, 9, 10.53, 9.335, 31.78, 30.25, 3.417, 3.426
1972, 10, 6.04, 4.641, 15.3, 17.3, 2.841, 2.858
1972, 11, 1.368, -0.0311, 4.785, 5.307, 3.338, 3.372
1972, 12, -8.902, -10.1, 24.18, 25.58, 3.914, 3.94
1973, 1, -5.355, -6.655, 8.078, 8.282, 3.771, 3.813
1973, 2, -1.627, -3.126, 2.695, 3.451, 3.034, 3.068
1973, 3, 2.498, 1.299, 17.84, 17.23, 3.114, 3.139
1973, 4, 4.176, 2.877, 23.96, 27.3, 3.354, 3.388
1973, 5, 11.46, 10.06, 15.9, 15.94, 3.274, 3.299
1973, 6, 15.76, 14.46, 33.55, 36.42, 3.368, 3.36
1973, 7, 20.07, 18.87, 3.607, 3.648, 2.376, 2.367
1973, 8, 19.31, 18.01, 21.31, 22.12, 2.344, 2.344
1973, 9, 12.59, 11.39, 29.35, 29.88, 2.809, 2.817
1973, 10, 8.661, 7.362, 7.788, 10, 3.258, 3.283
1973, 11, -4.239, -5.638, 35.62, 36.39, 3.337, 3.355
1973, 12, -1.987, -3.186, 12.32, 14.42, 3.786, 3.821
1974, 1, -7.598, -8.897, 15.2, 16.69, 4.602, 4.628
1974, 2, 0.4381, -0.8611, 8.898, 8.707, 4.426, 4.461
1974, 3, 0.4337, -0.9655, 23.61, 24.23, 3.562, 3.588
1974, 4, 7.535, 6.136, 11.33, 11.63, 3.177, 3.195
1974, 5, 8.853, 7.653, 60.92, 61.82, 3.385, 3.403
1974, 6, 17.82, 16.62, 0, 0, 2.937, 2.937
1974, 7, 20.62, 19.32, 29.75, 28.16, 2.248, 2.248
1974, 8, 16.31, 14.82, 91.93, 94.74, 2.328, 2.328
1974, 9, 12.02, 10.62, 17.72, 17.67, 2.745, 2.753
1974, 10, 9.409, 8.109, 9.586, 10.13, 3.002, 3.036
1974, 11, 2.494, 1.195, 11.83, 11.31, 3.659, 3.701
1974, 12, -0.6787, -1.878, 14.94, 14.49, 4.491, 4.534
1975, 1, -5.355, -6.655, 34.86, 36.6, 4.667, 4.719
1975, 2, -9.48, -11.08, 28.51, 27.69, 3.85, 3.876
1975, 3, -2.743, -4.143, 18.73, 19.74, 3.369, 3.387
1975, 4, -0.5008, -1.9, 53.89, 56.6, 3.113, 3.122
1975, 5, 9.226, 8.027, 97.42, 98.95, 3.4, 3.392
1975, 6, 13.89, 12.59, 99.1, 102, 3.384, 3.376
1975, 7, 20.81, 19.51, 44.35, 46.12, 2.296, 2.296
1975, 8, 16.51, 15.21, 50.79, 50.81, 2.777, 2.777
1975, 9, 12.4, 11.1, 12.19, 12.42, 2.538, 2.563
1975, 10, 6.423, 5.224, 108.1, 107.6, 3.482, 3.508
1975, 11, 0.4292, -1.07, 9.591, 10.65, 4.074, 4.109
1975, 12, -1.061, -2.461, 9.518, 9.796, 4.635, 4.687
1976, 1, -2.561, -4.06, 5.036, 6.287, 4.492, 4.552
1976, 2, -0.8701, -2.169, 8.054, 8.127, 4.875, 4.909
1976, 3, -0.3094, -1.609, 10.39, 11.2, 4.218, 4.253
1976, 4, 6.236, 5.037, 42.85, 44.81, 3.193, 3.202
1976, 5, 12.77, 11.37, 37.96, 36.27, 2.874, 2.917
1976, 6, 13.33, 11.93, 55.19, 60.78, 3.051, 3.093
1976, 7, 19.13, 17.93, 34.37, 34.64, 2.281, 2.298
1976, 8, 18.19, 16.89, 70.26, 69.45, 2.537, 2.554
1976, 9, 14.09, 12.99, 30.69, 31.8, 2.441, 2.449
1976, 10, 7.722, 6.323, 2.86, 3.218, 3.338, 3.363
1976, 11, 2.303, 0.9033, 9.788, 10.22, 3.595, 3.637
1976, 12, -0.3184, -1.818, 6.451, 6.893, 4.396, 4.456
1977, 1, -5.92, -7.32, 15.53, 17.94, 3.739, 3.781
1977, 2, 3.428, 2.129, 1.723, 1.796, 4.06, 4.128
1977, 3, 1.181, -0.218, 25.84, 29.07, 3.85, 3.885
1977, 4, 8.096, 6.697, 5.136, 4.928, 2.762, 2.796
1977, 5, 10.16, 8.961, 64.12, 63.91, 3.209, 3.218
1977, 6, 16.88, 15.58, 35.2, 35.06, 2.664, 2.664
1977, 7, 18.94, 17.75, 35.94, 37.21, 2.857, 2.857
1977, 8, 15.95, 14.65, 43.1, 44.91, 2.6, 2.6
1977, 9, 12.22, 11.02, 56.43, 56.95, 2.552, 2.544
1977, 10, 7.914, 6.614, 14.8, 15.68, 3.417, 3.435
1977, 11, -1.431, -2.73, 19.6, 19.25, 4.362, 4.379
1977, 12, -7.789, -9.189, 44.43, 44.52, 3.818, 3.844
